SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,TIME,LOC,SITE,NOTE?,NOTE
1,WR,N,183161196,SOSP,5810,3,A,B,F,B,9,9,4,0,3,3,F,1,0,66,21.1,300,9/5/14,90,BLCA,5,F,
1,WR,N,183161197,SOSP,5810,2,S,J,U,9,9,3,0,0,2,0,0,1,0,999,18.4,300,9/5/14,101,BLCA,1,F,
1,WR,N,183161198,SOSP,5810,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,101,COEA,2,F,
1,WR,N,183161199,SOSP,5810,3,A,9,U,9,9,6,0,0,1,1,0,2,0,999,21.3,300,9/19/14,84,POMA,1,F,
1,WR,N,183161200,SOSP,5810,3,A,9,U,9,9,9,9,9,4,9,9,9,9,999,24.2,300,9/19/14,95,POMA,5,F,
1,WR,N,252133701,SOSP,5810,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,19.6,300,9/19/14,95,POMA,4,F,
1,WR,N,252133702,SOSP,5810,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,18.5,300,9/19/14,95,POMA,4,F,
1,WR,N,252133703,SOSP,5810,2,S,J,U,9,9,3,0,0,1,3,0,2,0,999,19.8,300,9/19/14,105,POMA,10,F,
1,WR,N,252133704,SOSP,5810,2,S,J,U,9,9,4,0,0,2,2,0,1,0,67,21.2,300,9/19/14,105,POMA,9,F,
1,WR,N,252133705,BEWR,7190,2,S,9,U,9,9,2,0,0,2,1,A,3,1,50,9.8,300,9/30/14,82,POMA,9,T,whole tail = 90%
1,WR,N,252133706,SOSP,5810,2,S,9,U,9,9,3,0,0,1,2,0,1,0,68,20.9,300,9/30/14,90,POMA,1,F,
1,WR,N,252133707,SOSP,5810,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,17.2,300,10/2/14,92,COEA,9,F,
1,WR,N,252133708,SOSP,5810,3,A,9,U,9,9,9,9,9,9,9,9,9,9,64,22.9,300,10/2/14,92,COEA,3,F,
1,WR,N,252133709,SOSP,5810,3,A,9,U,9,9,9,0,0,3,0,0,1,0,64,23.4,300,10/2/14,104,COEA,2,F,
1,WR,N,252133710,SOSP,5810,3,A,9,U,9,9,9,0,0,3,0,0,3,0,63,21.4,300,10/9/14,83,COEA,9,F,
1,WR,N,252133711,SOSP,5810,3,S,A,U,9,9,6,0,0,4,0,0,2,0,62,999.9,300,10/13/14,92,COEA,3,F,
,WR,U,,SOSP,5810,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,0,8/12/14,100,BLCA,8,T,escaped at net
,WR,U,,SOSP,5810,3,A,9,U,9,9,9,0,0,5,0,0,2,1,66,25.3,615,9/19/14,122,POMA,4,T,"died in bag, heat?"
1,WR,R,183161163,SOSP,5810,3,A,C,M,C,9,9,0,1,2,0,0,4,2,65,22.8,300,8/12/14,81,BLCA,6,F,
1,WR,R,183161178,SOSP,5810,2,S,J,U,9,9,1,0,0,3,1,0,1,0,64,16.6,300,8/18/14,80,BLCA,9,F,
1,WR,R,183161041,SOSP,5810,3,A,B,F,B,9,9,2,0,1,0,0,3,1,62,19.1,300,8/18/14,80,BLCA,7,F,
1,WR,R,183161183,SOSP,5810,2,S,J,U,9,9,2,0,0,1,2,0,1,0,65,999.9,300,8/18/14,83,BLCA,1,F,
1,WR,R,183161177,SOSP,5810,2,J,9,U,9,9,9,9,9,1,9,9,9,9,999,999.9,300,8/18/14,92,BLCA,1,F,
1,WR,R,183161041,SOSP,5810,3,A,B,F,B,9,6,2,0,2,0,0,1,0,61,999.9,300,8/18/14,94,BLCA,1,F,
1,WR,R,183161184,SOSP,5810,2,S,J,U,9,9,3,0,0,1,0,0,1,0,63,999.9,300,8/18/14,100,BLCA,4,F,
1,WR,R,183161086,SOSP,5810,3,A,C,M,C,9,6,0,2,2,3,F,3,2,65,999.9,300,8/18/14,112,BLCA,1,T,
1,WR,R,183161182,SOSP,5810,2,J,S,U,9,9,1,0,0,2,0,0,1,0,65,999.9,300,8/18/14,121,BLCA,5,F,
1,WR,R,183161191,SOSP,5810,2,J,9,U,9,9,9,9,9,1,9,9,9,9,999,19.1,300,8/28/14,85,BLCA,2,F,
1,WR,R,183161189,SOSP,5810,2,S,J,U,9,9,3,0,0,3,0,0,1,0,66,20.7,300,8/28/14,95,BLCA,7,F,
1,WR,R,183161191,SOSP,5810,2,S,J,U,9,9,4,0,0,1,0,0,1,0,69,18.7,300,9/5/14,90,BLCA,2,F,
1,WR,R,183161086,SOSP,5810,3,A,9,U,9,9,9,0,0,0,3,F,2,0,68,22.1,300,9/29/14,131,BLCA,3,F,
1,WR,R,183161115,SOSP,5810,3,A,M,U,9,9,6,0,0,0,3,0,2,0,64,21.8,300,9/30/14,93,POMA,2,F,
1,WR,R,252133703,SOSP,5810,U,9,9,U,9,9,9,9,9,1,3,9,9,9,999,19.7,300,9/30/14,95,POMA,7,F,
1,WR,R,183161186,SOSP,5810,3,A,M,U,9,9,9,0,0,2,3,F,1,0,63,20.2,300,10/13/14,92,COEA,3,F,
2,WR,N,120254858,AMRO,7610,3,S,C,M,A,C,6,0,3,2,0,0,2,0,132,101.2,300,5/27/14,73,COCA,6,F,
2,WR,N,120254859,AMRO,7610,5,A,R,F,A,B,6,3,0,1,0,0,1,0,131,113.8,300,5/27/14,92,COCA,4,F,
2,WR,N,120254860,AMDI,7010,2,S,J,U,9,9,3,0,0,1,0,0,1,0,91,47.5,300,6/10/14,80,COCA,5,F,
3,WR,N,105301120,STJA,4780,5,A,R,F,B,9,6,3,0,2,0,0,2,1,135,99.6,300,6/10/14,90,COCA,7,F,
3,WR,N,105301121,STJA,4780,3,M,I,U,9,9,6,0,0,3,2,F,1,0,145,114.5,300,8/20/14,102,COEA,10,F,
3,WR,N,105301122,STJA,4780,3,M,I,U,9,9,9,0,0,1,2,F,1,0,136,114.5,300,8/21/14,110,POMA,1,F,
3,WR,N,105301123,STJA,4780,2,S,I,U,9,9,4,0,0,1,0,0,2,0,135,105,300,9/30/14,120,POMA,7,F,
3,WR,N,105301124,RSFL,4130,U,9,9,F,A,9,9,0,0,3,0,0,1,0,166,147.8,300,10/2/14,81,COEA,5,F,
3,WR,N,105301125,STJA,4780,2,I,9,U,9,9,9,0,0,1,0,0,1,0,138,111.9,300,10/2/14,90,COEA,1,F,
3,WR,N,105301126,STJA,4780,2,I,9,U,9,9,9,0,0,0,0,0,2,0,142,102.7,300,10/2/14,104,COEA,10,F,
3,WR,N,105301127,RSFL,4130,U,9,9,F,A,9,9,0,0,0,0,0,1,0,162,134.4,300,10/13/14,122,COEA,5,F,
3,WR,N,105301128,RSFL,4130,U,9,9,M,A,9,9,0,0,1,0,0,1,0,162,134.9,300,10/13/14,122,COEA,5,F,
3,WR,N,105301129,RSFL,4130,U,9,9,F,A,9,9,9,9,0,9,9,9,9,165,126,300,10/13/14,130,COEA,9,F,
1A,WR,N,180123568,FOSP,5850,3,S,B,F,B,9,6,3,0,3,0,0,2,1,79,34.9,300,5/27/14,80,COCA,5,F,
1A,WR,N,180123569,BHGR,5960,4,H,9,F,B,A,6,1,0,3,0,0,2,2,96,46.3,300,6/10/14,65,COCA,8,F,
1A,WR,N,180123570,BHGR,5960,5,A,R,M,A,C,6,0,2,1,0,0,1,1,100,38.8,300,6/10/14,75,COCA,4,F,
1A,WR,N,180123571,BHGR,5960,4,H,R,M,A,C,6,0,1,2,0,0,2,2,98,39.6,300,6/10/14,75,COCA,5,F,
1A,WR,N,180123572,BHCO,4950,2,S,J,M,W,9,3,0,0,3,0,0,1,0,101,36.3,300,8/14/14,83,COEA,9,F,
1A,WR,N,180123573,WISA,4040,2,J,9,F,J,9,9,0,0,1,1,F,1,0,134,45.6,300,8/14/14,102,COEA,10,F,
1A,WR,N,180123574,BUOR,5080,2,S,9,U,9,9,3,0,0,2,0,0,2,0,97,31.3,300,8/20/14,115,COEA,7,F,
1A,WR,N,180123575,BUOR,5080,2,S,9,M,H,9,3,0,0,3,0,0,1,0,98,34.1,300,8/20/14,115,COEA,7,F,
1A,WR,N,180123576,SPTO,5880,2,J,E,M,H,9,9,0,0,2,0,0,2,0,81,34.3,300,9/30/14,85,POMA,2,F,
1A,WR,N,180123577,SPTO,5880,2,J,E,M,H,9,9,0,0,3,0,0,2,0,85,42.3,300,9/30/14,85,POMA,2,F,
1A,WR,N,180123578,SPTO,5880,2,J,E,M,H,9,9,0,0,2,0,0,1,0,84,35.9,300,10/2/14,84,COEA,5,F,
1A,WR,N,180123579,SPTO,5880,2,J,E,F,H,9,9,0,0,2,0,0,2,0,80,31.5,300,10/11/14,93,COCA,9,F,
1A,WR,N,180123580,FOSP,5850,2,S,J,U,9,9,4,0,0,3,0,0,1,0,78,999.9,300,10/11/14,101,COCA,4,F,
1A,WR,N,180123581,SPTO,5880,2,S,E,F,H,9,9,0,0,3,0,0,2,0,80,37,300,10/11/14,105,COCA,4,F,
1C,WR,N,311175264,CAVI,6292,4,A,R,U,9,9,9,0,0,3,0,0,3,2,68,13.3,300,6/10/14,112,COCA,6,F,
1C,WR,N,311175265,LAZB,5990,4,A,9,M,A,C,9,0,0,2,1,0,2,2,71,14.2,300,8/12/14,73,BLCA,8,F,
1C,WR,N,311175266,MGWA,6800,2,S,R,F,A,0,2,0,0,1,1,0,1,0,55,8.6,300,8/12/14,73,BLCA,7,T,"milky, deformed, blind left eye"
,WR,U,,MGWA,6800,3,A,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,0,8/12/14,81,BLCA,4,T,escaped from bag
1C,WR,N,311175267,CAVI,6292,3,S,F,U,9,9,6,0,0,1,1,F,0,0,74,14.5,300,8/12/14,95,BLCA,7,F,
1C,WR,N,311175268,LAZB,5990,4,A,9,M,A,9,6,0,0,4,1,0,2,2,72,17.8,300,8/12/14,100,BLCA,8,F,
1C,WR,N,311175269,WAVI,6270,3,B,F,U,9,9,6,1,0,2,0,0,3,1,65,999.9,300,8/12/14,111,BLCA,6,F,
1C,WR,N,311175270,CAVI,6292,2,S,9,U,9,9,2,0,0,3,2,0,1,0,70,999.9,300,8/12/14,114,BLCA,9,F,
1C,WR,N,311175271,LAZB,5990,2,S,J,U,9,9,3,0,0,3,0,0,1,0,69,999.9,300,8/12/14,114,BLCA,8,F,
1C,WR,N,311175272,LAZB,5990,4,A,9,M,A,9,9,9,9,9,9,9,9,9,69,999.9,300,8/12/14,114,BLCA,8,F,
1C,WR,N,311175273,LAZB,5990,3,A,9,F,A,9,9,9,9,9,9,9,9,9,69,999.9,300,8/12/14,114,BLCA,8,F,
1C,WR,N,311175274,LAZB,5990,2,S,J,U,9,9,2,9,9,9,9,9,9,9,72,999.9,300,8/12/14,114,BLCA,8,F,
1C,WR,N,311175275,LAZB,5990,2,S,J,U,9,9,3,9,9,9,9,9,9,9,999,999.9,300,8/12/14,114,BLCA,8,F,
1C,WR,N,311175276,MGWA,6800,2,S,J,F,H,9,2,0,0,3,0,0,1,0,58,10.6,300,8/14/14,72,COEA,2,F,
1C,WR,N,311175277,MGWA,6800,2,S,J,F,H,9,2,0,0,4,0,0,1,0,56,11.7,300,8/14/14,91,COEA,4,F,
1C,WR,N,311175278,MGWA,6800,2,S,J,F,H,9,3,0,0,3,0,0,1,0,57,11.1,300,8/14/14,91,COEA,4,F,
1C,WR,N,311175279,MGWA,6800,2,S,J,M,H,9,2,0,0,3,1,0,1,0,57,11.3,300,8/14/14,92,COEA,3,F,
1C,WR,N,311175280,SAVS,5420,2,S,J,U,9,9,1,0,0,3,3,F,1,0,65,16.2,300,8/14/14,105,COEA,6,F,
1C,WR,N,311175281,MGWA,6800,3,A,M,U,9,9,6,0,0,1,3,F,1,0,59,999.9,300,8/18/14,100,BLCA,4,T,prob. SY male
1C,WR,N,311175282,MGWA,6800,2,S,9,M,H,9,2,0,0,1,3,0,1,0,57,999.9,300,8/18/14,110,BLCA,5,F,
1C,WR,N,311175283,MGWA,6800,2,S,J,M,H,9,2,0,0,2,0,0,1,0,59,999.9,300,8/20/14,81,COEA,3,F,
1C,WR,N,311175284,MGWA,6800,2,S,9,M,H,9,3,0,0,3,0,0,1,0,60,11,300,8/20/14,112,COEA,3,F,
1C,WR,N,311175285,MGWA,6800,2,S,9,M,H,9,3,0,0,0,0,0,0,0,60,10.4,300,8/21/14,100,POMA,3,T,dropped whole tail
1C,WR,N,311175286,MGWA,6800,5,A,R,M,A,9,6,0,0,9,0,0,1,0,999,10.9,300,8/28/14,81,BLCA,9,F,
1C,WR,N,311175287,SAVS,5420,2,S,9,U,9,9,3,0,0,2,0,0,1,0,999,12.1,300,8/28/14,85,BLCA,2,F,
1C,WR,N,311175288,LAZB,5990,4,A,F,M,A,9,6,0,0,3,1,F,3,1,68,17.2,300,8/28/14,104,BLCA,1,F,
1C,WR,N,311175289,MGWA,6800,4,A,R,M,A,9,6,0,0,3,0,0,1,0,60,10.5,300,9/5/14,85,BLCA,4,F,
1C,WR,N,311175290,LAZB,5990,2,S,J,F,H,9,3,0,0,3,0,0,1,0,70,15.1,300,9/12/14,84,BLCA,10,F,
1C,WR,N,311175291,LAZB,5990,3,A,9,M,A,9,6,0,0,2,0,0,3,2,71,13.4,300,9/12/14,93,BLCA,10,F,
1C,WR,N,311175292,MGWA,6800,5,A,R,M,A,C,6,0,1,1,1,F,2,0,61,11.3,300,9/12/14,95,BLCA,9,F,
1C,WR,N,311175293,LISP,5830,2,S,J,U,9,9,3,0,0,3,0,0,1,0,59,16.8,300,9/12/14,95,BLCA,1,F,
1C,WR,N,311175294,SAVS,5420,2,S,9,U,9,9,2,0,0,4,0,0,2,0,68,17.3,300,9/12/14,105,BLCA,3,F,
1C,WR,N,311175295,LISP,5830,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,16.4,300,9/19/14,95,POMA,4,F,
1C,WR,N,311175296,LISP,5830,2,S,9,U,9,9,3,0,0,2,0,0,1,0,63,15,300,9/23/14,90,BLCA,4,F,
1C,WR,N,311175297,SAVS,5420,2,S,9,U,9,9,2,0,0,1,0,0,1,0,67,13.6,300,9/29/14,100,BLCA,4,F,
1C,WR,N,311175298,SAVS,5420,2,S,9,U,9,9,2,0,0,1,1,0,1,0,65,14.8,300,9/29/14,104,BLCA,8,F,
1C,WR,N,311175299,LISP,5830,2,S,9,U,9,9,4,0,0,3,0,0,1,0,60,15.7,300,9/30/14,101,POMA,6,F,
1C,WR,N,311175300,LISP,5830,2,S,J,U,9,9,3,0,0,4,0,0,1,0,58,15.3,300,9/30/14,999,COEA,7,F,
1C,WR,N,311175701,LISP,5830,2,S,9,U,9,9,4,0,0,1,0,0,1,0,63,15,300,10/9/14,82,COEA,2,F,
1C,WR,N,311175702,LISP,5830,U,9,9,U,9,9,9,0,0,2,0,0,1,0,61,16.7,615,10/9/14,105,COEA,9,T,"open, bloody wound on back of head - clearly got thumped by a predator"
1C,WR,N,311175703,LISP,5830,2,S,J,U,9,9,4,0,0,3,0,0,1,0,58,16.4,615,10/13/14,135,COEA,4,T,"left foot amputated by net, hanging by skin only"
1B,WR,N,115125944,WETA,6070,4,A,H,F,A,9,6,0,0,2,0,0,3,2,90,30.8,300,6/10/14,93,COCA,6,F,
1B,WR,N,115125945,BHCO,4950,3,S,A,F,A,9,6,0,0,2,0,0,3,3,93,35.4,300,6/10/14,104,COCA,5,F,
1B,WR,N,115125946,SPSA,2630,3,A,9,U,9,9,9,0,0,3,0,0,1,0,100,39.8,300,6/10/14,113,COCA,5,F,
1B,WR,N,115125947,SWTH,7580,5,A,R,M,C,9,6,0,3,2,0,0,1,1,99,28.8,300,7/2/14,95,GECR,1,T,Rt leg; N910
1B,WR,N,115125948,SWTH,7580,5,A,R,M,C,9,6,0,3,2,0,0,1,0,102,28.6,300,7/2/14,112,GECR,1,T,Left Leg; N911
1B,,L,115125949,,,,,,,,,,,,,,,,,,,0,,,,,,
1B,WR,N,115125950,SWTH,7580,5,A,R,M,C,9,6,0,3,2,0,0,1,0,98,31,300,7/3/14,74,WACA,3,T,"Rt leg, caught while broadcasting for a male sining above (south) of the alder/willow clearing; N912"
1B,WR,N,115125951,SWTH,7580,5,A,R,M,C,9,6,0,3,1,0,0,1,1,98,28.5,300,7/3/14,85,WACA,4,T,"""Ground Zero"" of Ward, Left leg; N913"
1B,WR,N,115125952,SWTH,7580,3,A,C,M,C,9,6,0,3,1,0,0,2,1,99,30,300,7/3/14,95,WACA,4,T,Prob. SY by rects. Rt. leg; N913
1B,WR,N,115125953,SWTH,7580,3,A,C,M,C,9,6,0,3,1,0,0,2,1,104,30.8,300,7/3/14,104,WACA,5,T,Left leg; N915
1B,WR,N,115125954,SWTH,7580,4,H,R,F,B,9,6,2,0,2,0,A,2,2,90,32.4,300,7/3/14,110,WACA,5,T,Rt. leg; N916; heavy - egg on board?
1B,WR,N,115125955,SWTH,7580,3,A,C,M,C,9,6,0,2,2,0,0,2,2,98,29.2,300,7/7/14,93,WACA,6,T,Rt. leg; N917; feisty
1B,WR,N,115125956,SWTH,7580,3,A,C,M,C,9,6,0,2,1,0,0,2,2,99,29.8,300,7/7/14,101,WACA,6,T,Left leg; N918
1B,WR,N,115125957,SWTH,7580,3,A,C,M,C,9,6,0,2,1,0,0,1,1,94,28,300,7/9/14,62,STCR,7,T,Rt. leg; prob. SY; N919
1B,WR,N,115125958,SWTH,7580,5,A,R,M,C,9,6,0,2,2,0,0,1,1,100,32,300,7/9/14,64,STCR,7,T,Left leg; N920
1B,WR,N,115125959,SWTH,7580,5,A,R,F,B,9,6,3,0,2,0,0,1,1,94,29.2,300,7/9/14,74,STCR,7,T,Rt. leg; N921
1B,WR,N,115125960,RBSA,4030,2,J,P,U,9,9,9,0,0,0,0,0,1,0,116,44,300,8/12/14,74,BLCA,9,F,
1B,WR,N,115125961,RBSA,4030,2,J,P,U,9,9,9,0,0,0,1,F,1,0,116,37.6,300,8/12/14,95,BLCA,7,F,
1B,WR,N,115125962,RBSA,4030,2,J,P,U,9,9,9,0,0,0,1,0,2,0,114,999.9,300,8/12/14,111,BLCA,6,F,
1B,WR,N,115125963,RBSA,4030,3,A,P,U,9,9,9,0,0,1,0,0,3,2,121,999.9,300,8/12/14,111,BLCA,5,F,
1B,WR,N,115125964,DOWO,3940,2,H,9,U,9,9,9,0,0,0,1,0,2,1,89,23.1,300,8/14/14,91,COEA,3,F,
1B,WR,N,115125965,RBSA,4030,2,J,P,U,9,9,9,0,0,1,1,0,1,0,118,43.4,300,8/18/14,83,BLCA,5,F,
1B,WR,N,115125966,GTTO,5900,3,A,9,U,9,9,9,0,0,2,2,F,1,0,77,999.9,300,8/18/14,83,BLCA,1,F,
1B,WR,N,115125967,RBSA,4030,2,J,P,U,9,9,9,0,0,2,2,F,1,0,120,999.9,300,8/18/14,111,BLCA,5,F,
1B,WR,N,115125968,RBSA,4030,2,J,P,U,9,9,9,0,0,1,3,F,1,0,120,999.9,300,8/18/14,121,BLCA,5,F,
1B,WR,N,115125969,GTTO,5900,3,A,C,M,C,9,6,0,0,9,1,0,1,0,77,999.9,300,8/20/14,92,COEA,1,F,
1B,WR,C,115125970,MOCH,7430,2,I,M,U,9,9,9,0,0,3,3,F,2,0,70,12.5,300,8/20/14,112,COEA,2,T,Changed bands due to leg tumors; banded left leg; Old band = 269016797
1B,WR,N,115125971,GTTO,5900,2,S,H,U,9,9,4,0,0,1,3,0,1,0,74,28.1,300,8/21/14,103,POMA,1,F,
1B,WR,N,115125972,RBSA,4030,2,J,P,U,9,9,9,9,9,9,9,9,9,9,119,44.9,300,8/28/14,93,BLCA,10,F,
1B,WR,N,115125973,RBSA,4030,2,J,P,U,9,9,9,0,0,1,2,F,1,0,112,38,300,9/5/14,82,BLCA,9,F,
1B,WR,N,115125974,LASP,5520,3,A,9,U,9,9,9,0,0,3,0,0,1,0,88,28.4,300,9/5/14,103,BLCA,7,F,
1B,WR,N,115125975,GWCS,5550,3,A,9,U,9,9,6,0,0,0,0,0,2,0,73,23.6,300,9/12/14,84,BLCA,10,F,
1B,WR,N,115125976,GWCS,5550,3,A,9,U,9,9,6,0,0,1,0,0,1,0,78,23.9,300,9/12/14,91,BLCA,8,F,
1B,WR,N,115125977,GWCS,5550,3,A,9,U,9,9,6,0,0,0,0,0,1,0,78,23.4,300,9/12/14,100,BLCA,3,F,
1B,WR,N,115125978,DOWO,3940,2,H,9,M,A,9,9,0,0,1,1,0,1,0,92,26.1,300,9/12/14,102,BLCA,6,F,
1B,WR,N,115125979,GWCS,5550,3,A,S,U,9,9,6,0,0,2,0,0,2,0,74,22.7,300,9/12/14,113,BLCA,9,F,
1B,WR,N,115125980,GWCS,5550,3,A,S,U,9,9,6,0,0,2,0,0,1,0,72,23.7,300,9/12/14,125,BLCA,10,F,
1B,WR,N,115125981,GWCS,5550,3,A,S,U,9,9,6,0,0,1,0,0,1,0,73,21.5,300,9/12/14,125,BLCA,10,F,
1B,WR,N,115125982,GWCS,5550,3,A,S,U,9,9,6,0,0,0,0,0,1,0,73,22,300,9/12/14,125,BLCA,7,F,
1B,WR,N,115125983,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,21.8,300,9/16/14,91,COEA,5,F,
1B,WR,N,115125984,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,94,COEA,3,F,
1B,WR,N,115125985,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,101,COEA,2,F,
1B,WR,N,115125986,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,101,COEA,2,F,
1B,WR,N,115125987,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,101,COEA,2,F,
1B,WR,N,115125988,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,101,COEA,2,F,
1B,WR,N,115125989,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,121,COEA,9,F,
1B,WR,N,115125990,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/16/14,121,COEA,10,F,
1B,WR,N,115125991,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,22.6,300,9/19/14,84,POMA,2,F,
1B,WR,N,115125992,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,24.3,300,9/19/14,84,POMA,1,F,
1B,WR,N,115125993,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,22.8,300,9/19/14,95,POMA,1,F,
1B,WR,N,115125994,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,26.7,300,9/19/14,95,POMA,4,F,
1B,WR,N,115125995,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,26.1,300,9/19/14,95,POMA,4,F,
1B,WR,N,115125996,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,22.7,300,9/19/14,95,POMA,4,F,
1B,WR,N,115125997,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,21.1,300,9/19/14,95,POMA,4,F,
1B,WR,N,115125998,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,22.1,300,9/19/14,95,POMA,4,F,
1B,WR,N,115125999,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,25.6,300,9/19/14,95,POMA,3,F,
1B,WR,N,115126000,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,23.9,300,9/19/14,103,POMA,2,F,
1B,WR,N,164119001,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,30.6,300,9/19/14,105,POMA,7,F,
1B,WR,N,164119002,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,26.3,300,9/19/14,105,POMA,7,F,
1B,WR,N,164119003,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,24.9,300,9/19/14,105,POMA,9,F,
1B,WR,N,164119004,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,22.4,300,9/19/14,120,POMA,7,F,
1B,WR,N,164119005,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,27.5,300,9/19/14,120,POMA,7,F,
