SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,TIME,LOC,SITE,NOTE?,NEWCB,COLORS,NOTE,
0A,WR,N,230027485,WIWA,6850,2,S,H,F,H,9,3,0,0,1,0,0,0,0,51,6.6,300,9/8/11,74,BLCA,9,F,,,,
0A,WR,N,230027486,WIWA,6850,3,S,R,U,9,9,6,0,0,2,0,0,1,0,54,8,300,9/8/11,84,BLCA,7,F,,,,
0A,WR,N,230027487,BTYW,6650,2,S,H,F,H,9,3,0,0,0,0,0,1,0,58,8.3,300,9/8/11,84,BLCA,7,F,,,,
0A,WR,N,230027488,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,114,BLCA,8,F,,,,
0A,WR,N,230027489,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,114,BLCA,8,F,,,,
0A,WR,N,230027490,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,114,BLCA,8,F,,,,
0A,WR,N,230027491,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,121,BLCA,6,F,,,,
0A,WR,N,230027492,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,121,BLCA,5,F,,,,
0A,WR,N,230027493,OCWA,6460,2,S,J,U,9,9,3,0,0,3,0,0,1,0,60,9.2,300,9/15/11,80,BLCA,5,F,,,,
0A,WR,N,230027494,OCWA,6460,2,S,J,U,9,9,4,0,0,4,0,0,0,0,51,10,300,9/15/11,95,BLCA,3,F,,,,
0A,WR,N,230027495,WIWA,6850,2,S,9,M,H,9,4,0,0,2,0,0,0,0,58,7.3,300,9/15/11,95,BLCA,4,F,,,,
0A,WR,N,230027496,OCWA,6460,2,S,J,M,H,9,4,0,0,2,0,0,0,0,61,9.1,300,9/22/11,82,BLCA,10,F,,,,
0A,WR,N,230027497,OCWA,6460,2,S,J,M,H,9,5,0,0,5,0,0,1,0,57,999.9,300,9/22/11,95,BLCA,6,F,,,,
0A,WR,N,230027498,OCWA,6460,2,S,J,U,9,9,4,0,0,4,0,0,0,0,999,999.9,300,9/29/11,81,BLCA,4,F,,,,
0A,WR,N,230027499,OCWA,6460,2,S,J,M,H,9,5,0,0,3,0,0,1,0,62,8.6,300,9/29/11,92,BLCA,9,F,,,,
0A,WR,N,230027500,WIWA,6850,3,S,9,U,9,9,6,0,0,4,1,0,0,0,52,7.7,300,9/29/11,123,BLCA,5,F,,,,
0A,WR,N,230027501,RCKI,7490,U,9,9,M,A,9,6,0,0,3,0,0,0,0,57,6.3,300,10/14/11,82,BLCA,8,F,,,,
0A,WR,N,230027502,RCKI,7490,U,9,9,F,A,9,6,0,0,2,0,0,0,0,55,5.6,300,10/14/11,92,BLCA,1,F,,,,
0A,WR,N,230027503,RCKI,7490,U,9,9,M,A,9,6,0,0,3,0,0,0,0,59,6.6,300,10/14/11,92,BLCA,1,F,,,,
0A,WR,N,230027504,RCKI,7490,U,9,9,U,9,9,6,0,0,2,0,0,0,0,56,5.6,300,10/14/11,92,BLCA,1,T,,,3 orange-red feathers - HY male or ASY female?,
0,WR,N,244030125,ORJU,5671,3,A,9,F,A,9,9,0,0,1,2,A,1,0,72,18.4,300,9/1/11,75,BLCA,10,T,,,RR1-6=85%,
0,WR,N,244030126,ORJU,5671,2,S,J,U,9,9,9,0,0,2,2,A,0,0,75,20.3,300,9/1/11,83,BLCA,10,T,,,RR1-6=50%,
0,WR,N,244030127,OCWA,6460,2,S,H,U,9,9,2,0,0,4,0,0,0,0,56,9.3,300,9/1/11,83,BLCA,3,F,,,,
0,WR,N,244030128,MOCH,7210,2,I,J,U,9,9,9,0,0,2,1,0,1,0,64,10.9,300,9/1/11,83,BLCA,8,F,,,,
0,WR,N,244030129,ORJU,5671,2,S,J,U,9,9,9,0,0,1,2,0,1,0,73,18.5,300,9/1/11,83,BLCA,7,F,,,,
0,WR,N,244030130,AUWA,6560,2,S,H,M,H,9,3,0,0,1,2,0,1,0,80,12.2,300,9/1/11,83,BLCA,7,F,,,,
0,WR,N,244030131,MOCH,7210,2,H,9,U,9,9,9,0,0,1,2,0,1,0,70,12.5,300,9/1/11,92,BLCA,7,F,,,,
0,WR,N,244030132,AUWA,6560,3,S,A,F,A,9,6,0,0,0,3,0,1,0,76,12.7,300,9/1/11,92,BLCA,8,F,,,,
0,WR,N,244030133,OCWA,6460,2,S,J,U,9,9,5,0,0,4,0,0,0,0,58,10.7,300,9/1/11,92,BLCA,8,F,,,,
0,WR,N,244030134,DUFL,4690,3,S,F,U,9,9,6,0,0,2,2,0,3,1,69,11.6,300,9/1/11,92,BLCA,3,F,,,,
0,WR,N,244030135,DUFL,4690,3,S,9,U,9,9,6,0,0,2,2,0,1,0,68,11.4,300,9/1/11,92,BLCA,2,F,,,,
0,WR,N,244030136,OCWA,6460,2,S,J,U,9,9,3,0,0,3,1,0,1,0,57,9.1,300,9/1/11,94,BLCA,2,F,,,,
0,WR,N,244030137,ORJU,5671,2,S,J,U,9,9,2,0,0,1,3,0,1,0,72,18.2,300,9/1/11,94,BLCA,10,F,,,,
0,WR,N,244030138,OCWA,6460,2,S,J,U,9,9,3,0,0,4,0,0,0,0,57,9.7,300,9/1/11,102,BLCA,7,F,,,,
0,WR,N,244030139,OCWA,6460,2,S,9,U,9,9,4,0,0,1,0,0,0,0,59,8.3,300,9/1/11,102,BLCA,8,F,,,,
0,WR,N,244030140,ORJU,5671,3,S,C,M,A,C,6,0,1,1,0,0,1,0,77,18.2,300,9/1/11,102,BLCA,8,F,,,,
0,WR,N,244030141,AUWA,6560,2,S,H,M,H,9,2,0,0,1,2,0,1,0,76,13.3,300,9/1/11,102,BLCA,5,F,,,,
0,WR,N,244030142,DUFL,4690,2,S,H,U,9,9,3,0,0,2,0,0,1,0,66,11.3,300,9/1/11,102,BLCA,5,F,,,,
0,WR,N,244030143,HAFL,4680,2,S,9,U,9,9,3,0,0,2,3,0,1,0,71,11.3,300,9/1/11,102,BLCA,5,F,,,,
0,WR,N,244030144,OCWA,6460,2,S,9,U,9,9,4,0,0,2,0,0,1,0,57,8.8,300,9/1/11,102,BLCA,5,F,,,,
0,WR,N,244030145,OCWA,6460,2,S,H,U,9,9,3,0,0,3,0,0,0,0,55,999.9,300,9/1/11,103,BLCA,1,F,,,,
0,WR,N,244030146,OCWA,6460,2,S,H,M,H,9,3,0,0,3,0,0,1,0,58,9,300,9/1/11,103,BLCA,4,F,,,,
0,WR,N,244030147,OCWA,6460,2,S,H,M,H,9,5,0,0,4,0,0,0,0,61,10.4,300,9/1/11,103,BLCA,2,F,,,,
0,WR,N,244030148,OCWA,6460,2,S,H,U,9,9,3,0,0,4,0,0,1,0,55,10.2,300,9/1/11,110,BLCA,3,F,,,,
0,WR,N,244030149,MOCH,7210,3,S,B,F,B,9,6,0,0,3,1,0,2,0,66,11.3,300,9/1/11,110,BLCA,5,F,,,,
0,WR,N,244030150,OCWA,6460,2,S,H,U,9,9,5,0,0,3,0,0,1,0,56,8.5,300,9/1/11,110,BLCA,9,F,,,,
0,WR,N,244030151,AUWA,6560,U,9,9,U,9,9,9,0,0,2,3,0,0,0,76,13.7,300,9/1/11,120,BLCA,3,F,,,,
0,WR,N,244030152,OCWA,6460,2,S,J,U,9,9,3,0,0,4,0,0,1,0,57,10.4,300,9/8/11,83,BLCA,8,F,,,,
0,WR,N,244030153,OCWA,6460,2,S,J,U,9,9,3,0,0,3,0,A,1,0,56,8.8,300,9/8/11,83,BLCA,8,T,,,No tail,
0,WR,N,244030154,AUWA,6560,2,S,J,M,H,9,0,0,0,1,3,0,1,0,74,12.9,300,9/8/11,83,BLCA,7,F,,,,
0,WR,N,244030155,AUWA,6560,2,S,J,M,H,9,1,0,0,0,2,0,1,0,76,11.6,300,9/8/11,83,BLCA,7,F,,,,
0,WR,N,244030156,OCWA,6460,2,S,J,U,9,9,3,0,0,2,0,0,1,0,56,8.1,300,9/8/11,84,BLCA,7,F,,,,
0,WR,N,244030157,AUWA,6560,2,S,J,M,H,9,2,0,0,1,1,0,1,0,77,11.9,300,9/8/11,84,BLCA,7,F,,,,
0,WR,N,244030158,DUFL,4690,3,S,9,U,9,9,6,0,0,1,0,0,1,0,68,11.6,300,9/8/11,93,BLCA,1,F,,,,
0,WR,N,244030159,AUWA,6560,2,S,J,U,9,9,9,9,9,9,9,9,9,9,999,12.9,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030160,AUWA,6560,2,J,9,F,H,9,9,0,0,1,2,0,1,0,70,10.8,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030161,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030162,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,72,11,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030163,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,73,12.1,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030164,OCWA,6460,2,S,9,U,9,9,3,9,9,9,9,9,9,9,58,999.9,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030165,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,78,12.9,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030166,AUWA,6560,2,S,J,M,H,9,2,9,9,9,2,9,9,9,78,12.7,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030167,AUWA,6560,2,S,J,M,H,9,2,9,9,9,2,9,9,9,76,12.8,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030168,AUWA,6560,2,S,J,F,H,9,1,9,9,9,2,9,9,9,999,12.4,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030169,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,71,12.3,300,9/8/11,93,BLCA,3,F,,,,
0,WR,N,244030170,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,72,11.6,300,9/8/11,93,BLCA,1,F,,,,
0,WR,N,244030171,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,12.5,300,9/8/11,93,BLCA,1,F,,,,
0,WR,N,244030172,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,70,12.1,300,9/8/11,93,BLCA,1,F,,,,
0,WR,N,244030173,OCWA,6460,2,S,J,M,H,9,3,9,9,9,9,9,9,9,59,10.6,300,9/8/11,93,BLCA,2,F,,,,
0,WR,N,244030174,DUFL,4690,3,S,9,U,9,9,6,9,9,9,9,9,9,9,66,10.3,300,9/8/11,101,BLCA,4,F,,,,
0,WR,N,244030175,AUWA,6560,2,S,J,U,9,9,1,9,9,9,9,9,9,9,999,12.1,300,9/8/11,101,BLCA,5,F,,,,
0,WR,N,244030176,AUWA,6560,2,S,H,M,H,9,1,9,9,9,9,9,9,9,78,13.2,300,9/8/11,101,BLCA,5,F,,,,
0,WR,N,244030177,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.1,300,9/8/11,101,BLCA,1,F,,,,
0,WR,N,244030178,DUFL,4690,2,S,J,U,9,9,1,9,9,9,0,0,1,0,999,10.6,300,9/8/11,101,BLCA,4,F,,,,
0,WR,N,244030179,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.2,300,9/8/11,101,BLCA,4,F,,,,
0,WR,N,244030180,OCWA,6460,U,9,9,U,9,9,6,9,9,9,9,9,9,9,60,9.1,300,9/8/11,101,BLCA,4,F,,,,
0,WR,N,244030181,ORJU,5671,3,A,M,F,A,9,9,9,9,9,3,F,2,0,999,17.1,300,9/8/11,101,BLCA,3,F,,,,
0,WR,N,244030182,ORJU,5671,2,S,J,U,9,9,1,9,9,9,9,9,9,9,999,17.9,300,9/8/11,101,BLCA,3,F,,,,
0,WR,N,244030183,ORJU,5671,3,A,9,F,A,9,9,9,9,9,3,9,9,9,999,17.3,300,9/8/11,101,BLCA,3,F,,,,
0,WR,N,244030184,AUWA,6560,2,S,H,U,9,9,2,9,9,9,3,A,9,9,999,11.5,300,9/8/11,101,BLCA,6,F,,,,
0,WR,N,244030185,AUWA,6560,2,S,H,M,H,9,3,9,9,9,9,9,9,9,999,12.3,300,9/8/11,101,BLCA,6,F,,,,
0,WR,N,244030186,PUFI,5170,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,9,F,,,,
0,WR,N,244030187,PUFI,5170,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,9,F,,,,
0,WR,N,244030188,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030189,ORJU,5671,3,A,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030190,PUFI,5170,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030191,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030192,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030193,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030194,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030195,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030196,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030197,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030198,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030199,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030200,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,8,F,,,,
0,WR,N,244030201,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,10,F,,,,
0,WR,N,244030202,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,10,F,,,,
0,WR,N,244030203,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,10,F,,,,
0,WR,N,244030204,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,10,F,,,,
0,WR,N,244030205,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,10,F,,,,
0,WR,N,244030206,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,10,F,,,,
0,WR,N,244030207,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,113,BLCA,10,F,,,,
0,WR,N,244030208,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,115,BLCA,9,F,,,,
0,WR,N,244030209,RBNU,7280,3,A,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/8/11,115,BLCA,10,F,,,,
0,WR,N,244030210,DUFL,4690,2,S,9,U,9,9,3,9,9,9,9,9,9,9,999,999.9,300,9/8/11,121,BLCA,5,F,,,,
0,JB,N,244030211,AUWA,6560,2,S,9,U,9,9,3,0,0,0,2,0,0,0,74,12.2,300,9/15/11,90,BLCA,3,F,,,,
0,JB,N,244030212,AUWA,6560,2,S,9,U,9,9,3,0,0,0,1,0,1,0,71,11.1,300,9/15/11,90,BLCA,3,F,,,,
0,WR,N,244030213,ORJU,5671,2,J,9,U,9,9,9,0,0,9,3,9,9,9,999,19.2,300,9/15/11,90,BLCA,10,F,,,,
0,WR,N,244030214,ORJU,5671,2,J,9,U,9,9,9,0,0,9,3,9,9,9,72,18.1,300,9/15/11,90,BLCA,10,F,,,,
0,WR,N,244030215,ORJU,5671,3,A,9,F,A,9,9,0,0,9,3,0,9,9,72,19,300,9/15/11,90,BLCA,10,F,,,,
0,WR,N,244030216,ORJU,5671,2,J,9,U,9,9,9,0,0,9,9,9,9,9,71,17.4,300,9/15/11,90,BLCA,10,F,,,,
0,WR,N,244030217,ORJU,5671,3,A,9,M,A,9,9,9,9,9,9,9,9,9,78,19.2,300,9/15/11,90,BLCA,10,F,,,,
0,JB,N,244030218,AUWA,6560,2,S,9,U,9,9,3,0,0,0,1,0,1,0,75,12.4,300,9/15/11,90,BLCA,6,F,,,,
0,WR,N,244030219,AUWA,6560,2,S,J,F,H,9,3,0,0,1,1,0,1,0,74,11.8,300,9/15/11,100,BLCA,1,F,,,,
0,JB,N,244030220,DUFL,4690,2,S,9,U,9,9,3,0,0,0,0,0,1,0,66,10.9,300,9/15/11,100,BLCA,1,F,,,,
0,WR,N,244030221,AUWA,6560,2,S,9,M,H,9,3,0,0,1,2,0,1,0,76,12.6,300,9/15/11,103,BLCA,3,F,,,,
0,JB,N,244030222,DUFL,4690,2,S,9,U,9,9,3,0,0,0,1,0,1,0,63,10.2,300,9/15/11,103,BLCA,5,F,,,,
0,WR,N,244030223,ORJU,5671,2,J,9,U,9,9,9,0,0,2,2,0,1,0,70,17.8,300,9/15/11,112,BLCA,10,F,,,,
0,WR,N,244030224,DUFL,4690,2,S,J,U,9,9,4,0,0,1,1,0,1,0,65,11.3,300,9/15/11,112,BLCA,6,F,,,,
0,JB,N,244030225,AUWA,6560,2,S,9,U,9,9,1,0,0,0,1,0,1,0,73,10.9,300,9/15/11,112,BLCA,6,F,,,,
0,WR,N,244030226,DUFL,4690,2,S,J,U,9,9,4,0,0,0,1,0,1,0,64,11.1,300,9/15/11,122,BLCA,1,F,,,,
0,WR,N,244030227,ORJU,5671,2,S,J,U,9,9,2,0,0,1,1,0,1,0,75,18.8,300,9/22/11,83,BLCA,8,F,,,,
0,WR,N,244030228,AUWA,6560,3,S,M,U,9,9,6,0,0,1,2,F,1,0,76,12.6,300,9/22/11,90,BLCA,10,F,,,,
0,WR,N,244030229,AUWA,6560,3,S,A,M,A,9,6,0,0,1,0,0,1,0,76,11.2,300,9/22/11,93,BLCA,1,F,,,,
0,WR,N,244030230,AUWA,6560,2,S,9,M,H,9,2,0,0,1,0,0,1,0,74,11.9,300,9/22/11,93,BLCA,2,F,,,,
0,WR,N,244030231,AUWA,6560,2,S,H,F,H,9,4,0,0,1,0,0,1,0,75,11,300,9/22/11,93,BLCA,2,F,,,,
0,WR,N,244030232,AUWA,6560,2,S,H,F,H,9,2,0,0,1,0,0,1,0,71,11.4,300,9/22/11,93,BLCA,2,F,,,,
0,WR,N,244030233,ORJU,5671,3,S,A,M,A,9,6,0,0,1,1,0,1,0,74,18.8,300,9/22/11,100,BLCA,1,F,,,,
0,WR,N,244030234,ORJU,5671,2,S,J,F,H,9,3,0,0,1,2,0,1,0,69,16.6,300,9/22/11,100,BLCA,1,F,,,,
0,WR,N,244030235,ORJU,5671,2,J,9,F,H,9,9,0,0,1,1,0,1,0,69,16.5,300,9/22/11,100,BLCA,7,F,,,,
0,WR,N,244030236,AUWA,6560,2,S,9,M,H,9,4,0,0,1,0,0,1,0,76,12.5,300,9/22/11,110,BLCA,5,F,,,,
0,WR,N,244030237,AUWA,6560,2,S,J,F,H,9,2,0,0,1,1,0,1,0,76,13.1,300,9/22/11,113,BLCA,6,F,,,,
0,WR,N,244030238,YRWA,6556,2,S,J,U,9,9,4,0,0,1,0,0,1,0,73,10.8,300,9/29/11,81,BLCA,5,F,,,,
0,WR,N,244030239,ORJU,5671,2,J,9,F,H,9,9,0,0,1,3,0,1,0,71,18,300,9/29/11,85,BLCA,3,F,,,,
0,WR,N,244030240,AUWA,6560,2,J,9,M,H,9,9,0,0,1,3,0,1,0,75,12.5,300,9/29/11,85,BLCA,8,F,,,,
0,WR,N,244030241,ORJU,5671,2,S,9,M,H,9,3,0,0,1,0,0,1,0,74,17.5,300,9/29/11,92,BLCA,8,F,,,,
0,WR,N,244030242,ORJU,5671,U,9,9,M,A,9,9,0,0,1,2,0,1,0,74,19.1,300,9/29/11,92,BLCA,6,F,,,,
0,WR,N,244030243,AUWA,6560,2,S,J,U,9,9,4,0,0,2,0,0,1,0,71,11.1,300,9/29/11,100,BLCA,3,F,,,,
0,WR,N,244030244,AUWA,6560,2,S,J,F,H,9,5,0,0,0,0,0,1,0,73,11,300,9/29/11,100,BLCA,3,F,,,,
0,WR,N,244030245,AUWA,6560,2,H,9,M,H,9,9,0,0,0,3,0,1,0,76,12.6,300,9/29/11,100,BLCA,7,F,,,,
0,WR,N,244030246,AUWA,6560,2,H,9,F,H,9,9,0,0,0,2,0,0,0,74,11.8,300,9/29/11,100,BLCA,7,F,,,,
0,WR,N,244030247,ORJU,5671,2,H,9,M,H,9,9,0,0,1,2,0,1,0,75,19.1,300,9/29/11,100,BLCA,7,F,,,,
0,WR,N,244030248,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,0,0,72,16.8,300,9/29/11,100,BLCA,7,F,,,,
0,WR,N,244030249,AUWA,6560,2,S,J,U,9,9,4,0,0,1,0,0,1,0,68,11,300,9/29/11,100,BLCA,3,F,,,,
0,WR,N,244030250,AUWA,6560,2,S,J,U,9,9,3,0,0,1,0,0,1,0,70,11.1,300,9/29/11,100,BLCA,3,F,,,,
0,WR,N,244030251,ORJU,5671,2,J,9,U,9,9,9,0,0,1,1,0,1,0,74,17.9,300,9/29/11,100,BLCA,2,F,,,,
0,WR,N,244030252,AUWA,6560,3,A,9,M,A,9,9,0,0,0,0,0,1,0,75,12.2,300,9/29/11,100,BLCA,8,F,,,,
0,WR,N,244030253,AUWA,6560,2,S,J,F,H,9,3,0,0,0,0,0,1,0,72,11.6,300,9/29/11,100,BLCA,8,F,,,,
0,WR,N,244030254,AUWA,6560,2,S,J,U,9,9,4,0,0,1,0,0,1,0,70,11.7,300,9/29/11,100,BLCA,8,F,,,,
0,WR,N,244030255,AUWA,6560,3,S,9,F,A,9,6,0,0,3,0,0,1,0,70,12,300,9/29/11,100,BLCA,8,F,,,,
0,WR,N,244030256,ORJU,5671,2,J,9,U,9,9,9,0,0,0,9,0,1,0,72,17,300,9/29/11,105,BLCA,6,F,,,,
0,WR,N,244030257,ORJU,5671,U,9,9,F,A,9,9,0,0,0,3,0,1,0,75,17.5,300,9/29/11,105,BLCA,6,F,,,,
0,WR,N,244030258,ORJU,5671,2,J,9,U,9,9,9,0,0,2,3,0,1,0,72,18.1,300,9/29/11,105,BLCA,6,F,,,,
0,WR,N,244030259,ORJU,5671,3,A,9,M,A,9,9,0,0,0,2,0,1,0,76,19,300,9/29/11,105,BLCA,6,F,,,,
0,WR,N,244030260,ORJU,5671,3,A,9,M,A,9,6,0,0,1,0,0,1,0,73,18.3,300,9/29/11,105,BLCA,5,F,,,,
0,WR,N,244030261,AUWA,6560,2,S,H,M,H,9,3,0,0,0,0,0,1,0,77,11.5,300,9/29/11,110,BLCA,5,F,,,,
0,WR,N,244030262,AUWA,6560,2,H,9,U,9,9,9,0,0,9,9,9,9,9,999,999.9,300,9/29/11,110,BLCA,5,F,,,,
0,WR,N,244030263,AUWA,6560,2,H,9,F,H,9,9,0,0,3,3,0,1,0,72,10.5,300,9/29/11,110,BLCA,5,F,,,,
0,WR,N,244030264,AUWA,6560,2,S,9,U,9,9,2,0,0,1,0,0,1,0,73,13.1,300,9/29/11,113,BLCA,6,F,,,,
0,WR,N,244030265,AUWA,6560,3,S,A,M,A,9,6,0,0,1,0,0,0,0,81,12.1,300,9/29/11,113,BLCA,5,F,,,,
0,WR,N,244030266,ORJU,5671,2,S,9,M,H,9,5,0,0,0,0,0,2,0,74,16.7,300,10/14/11,110,BLCA,7,F,,,,
