SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,DAY,MONTH,YEAR,TIME,LOC,SITE,Comment,NOTE
0A,WR,N,231030326,OCWA,6460,2,S,9,U,9,9,3,0,0,2,0,0,1,0,56,8.3,300,9/16/16,,,,102,POMA,1,F,
0A,WR,N,231030327,OCWA,6460,2,S,J,M,H,9,4,0,0,3,0,0,1,0,60,8.8,300,9/16/16,,,,102,POMA,4,F,
0A,WR,N,231030328,OCWA,6460,2,J,9,U,9,9,9,0,0,3,0,0,1,0,57,9.7,300,9/16/16,,,,104,POMA,2,F,
0A,WR,N,231030329,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.9,300,9/22/16,,,,92,POMA,1,F,
0A,WR,N,231030330,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.1,300,9/22/16,,,,95,POMA,1,F,
0A,WR,N,231030331,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/22/16,,,,95,POMA,1,F,
0A,WR,N,231030332,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.2,300,9/22/16,,,,95,POMA,5,F,
0A,WR,N,231030333,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/22/16,,,,95,POMA,4,F,
0A,WR,N,231030334,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.8,300,9/22/16,,,,95,POMA,4,F,
0A,WR,N,231030335,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.9,300,9/22/16,,,,95,POMA,999,F,
0A,WR,N,231030336,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/22/16,,,,95,POMA,999,F,
0A,WR,N,231030337,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/22/16,,,,95,POMA,999,F,
0A,WR,N,231030338,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.7,300,9/22/16,,,,95,POMA,999,F,
0A,WR,N,231030339,OCWA,6460,2,J,9,M,H,9,9,9,9,1,9,9,9,9,999,8.1,300,9/28/16,,,,82,BLCA,6,T,lutescens
0A,WR,N,231030340,GCKI,7480,3,R,9,F,A,9,9,0,0,1,0,0,0,0,999,5.4,300,9/28/16,,,,82,BLCA,6,F,
0A,WR,N,231030341,OCWA,6460,2,J,9,U,9,9,9,9,9,4,9,9,9,9,999,10,300,9/28/16,,,,82,BLCA,6,T,orestera
0A,WR,N,231030342,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.3,300,9/28/16,,,,92,BLCA,5,F,
0A,WR,N,231030343,OCWA,6460,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,8.8,300,9/29/16,,,,83,POMA,1,F,
0A,WR,N,231030344,OCWA,6460,U,9,9,U,9,9,9,9,9,2,9,9,9,9,999,9.2,300,9/29/16,,,,83,POMA,5,F,
0A,WR,N,231030345,OCWA,6460,U,9,9,U,9,9,9,9,9,5,9,9,9,9,999,10.9,300,9/29/16,,,,83,POMA,3,F,
0A,WR,N,231030346,OCWA,6460,2,J,9,U,9,9,9,9,9,5,9,9,9,9,999,12.2,300,9/29/16,,,,91,POMA,2,F,
0A,WR,N,231030347,OCWA,6460,2,J,9,U,9,9,9,0,0,4,0,0,1,0,56,10.1,300,9/29/16,,,,101,POMA,3,F,
0A,WR,N,231030348,OCWA,6460,2,S,9,M,H,9,4,0,0,4,0,0,1,0,62,11.6,300,9/29/16,,,,101,POMA,1,F,
0A,WR,N,231030349,OCWA,6460,2,J,9,U,9,9,9,0,0,4,0,0,1,0,56,10,300,9/29/16,,,,105,POMA,3,T,orestera
0A,WR,N,231030350,OCWA,6460,2,J,9,U,9,9,9,0,0,5,0,0,1,0,60,11.5,300,9/29/16,,,,105,POMA,3,F,
0A,WR,N,231030351,RCKI,7490,2,R,9,F,H,9,9,9,9,3,9,9,9,9,999,6.3,300,10/5/16,,,,92,BLCA,7,F,
0A,WR,N,231030352,RCKI,7490,2,R,9,M,H,9,9,9,9,9,9,9,9,9,999,5.9,300,10/5/16,,,,92,BLCA,10,F,
0A,WR,N,231030353,OCWA,6460,2,J,9,U,9,9,9,9,9,3,9,9,9,9,999,10.7,300,10/5/16,,,,100,BLCA,1,F,
0A,WR,N,231030354,BRSP,5620,2,J,9,U,9,9,9,9,9,3,9,9,9,9,67,12.7,300,10/5/16,,,,100,BLCA,7,F,
0A,WR,N,231030355,CHSP,5610,2,J,9,U,9,9,9,9,9,1,1,9,9,9,999,10.6,300,10/5/16,,,,100,BLCA,7,F,
0A,WR,N,231030356,CHSP,5610,3,A,9,U,9,9,9,9,9,2,9,9,9,9,999,11.4,300,10/5/16,,,,100,BLCA,7,F,
0A,WR,N,231030357,CHSP,5610,3,A,9,U,9,9,9,9,9,3,9,9,9,9,999,13.5,300,10/5/16,,,,100,BLCA,7,F,
0A,WR,N,231030358,RCKI,7490,2,S,R,F,H,9,4,0,0,3,0,0,1,0,52,6.2,300,10/5/16,,,,110,BLCA,1,F,
0A,WR,N,231030359,OCWA,6460,2,J,9,U,9,9,9,0,0,4,0,0,1,0,60,10.8,300,10/6/16,,,,130,BLCA,7,F,
0A,WR,N,231030360,OCWA,6460,2,J,9,U,9,9,9,0,0,5,0,0,1,0,60,11.8,300,10/6/16,,,,84,POMA,6,F,
0A,WR,N,231030361,OCWA,6460,2,J,9,U,9,9,9,0,0,5,0,0,1,0,61,11,615,10/6/16,,,,84,POMA,1,T,"toe snagged on string in bag and cut toe pretty badly, banded left leg"
0A,WR,N,231030362,OCWA,6460,2,J,9,U,9,9,9,0,0,0,0,0,1,0,55,7.5,300,10/6/16,,,,91,POMA,9,T,"deformed rt. foot, banded left leg"
0A,WR,N,231030363,OCWA,6460,2,J,9,U,9,9,9,0,0,5,0,0,1,0,59,10.9,300,10/6/16,,,,93,POMA,1,F,
0A,WR,N,231030364,OCWA,6460,2,J,9,U,9,9,9,0,0,4,0,0,1,0,56,9.3,300,10/6/16,,,,101,POMA,1,F,
0A,WR,N,231030365,OCWA,6460,2,J,9,U,9,9,9,0,0,2,0,0,1,0,58,8.9,300,10/12/16,,,,112,POMA,5,F,
0A,WR,N,231030366,OCWA,6460,2,J,9,M,H,9,9,0,0,5,0,0,1,0,57,10.4,300,10/12/16,,,,100,POMA,1,T,"missing left leg just below ""ankle,"" i.e. no tarsus or foot "
0A,WR,N,231030367,OCWA,6460,2,J,9,U,9,9,9,0,0,4,0,0,1,0,60,11.5,300,10/12/16,,,,100,POMA,1,T,orestera
0A,WR,N,231030368,BRCR,7260,2,S,9,U,9,9,3,0,0,1,0,0,2,0,60,7.5,300,10/12/16,,,,101,POMA,9,F,
0A,WR,N,231030369,OCWA,6460,2,J,9,U,9,9,9,9,9,4,0,0,9,9,57,8.7,300,10/12/16,,,,101,POMA,6,F,
0A,WR,N,231030370,OCWA,6460,2,J,9,U,9,9,9,9,9,4,0,0,9,9,999,9.1,300,10/12/16,,,,101,POMA,6,F,
0A,WR,N,231030371,OCWA,6460,2,J,9,U,9,9,9,9,9,4,0,0,9,9,999,11.3,300,10/12/16,,,,101,POMA,6,F,
0A,WR,N,231030372,BRCR,7260,U,9,9,U,9,9,9,9,9,9,0,0,9,9,999,999.9,300,10/12/16,,,,113,POMA,9,F,
0,WR,N,246066667,DUFL,4690,2,J,9,U,9,9,9,9,9,9,9,9,9,9,62,9.7,300,8/9/16,,,,80,BLCA,5,T,p10<p4
0,WR,N,246066668,WEWP,4620,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,12.1,300,8/9/16,,,,80,BLCA,2,F,
0,WR,N,246066669,DUFL,4690,2,J,9,U,9,9,9,9,9,9,9,9,9,9,62,9.9,300,8/9/16,,,,80,BLCA,5,T,p10<p4
0,WR,N,246066670,AUWA,6560,2,J,9,F,H,9,9,9,9,9,9,9,9,9,999,11.6,300,8/9/16,,,,80,BLCA,5,F,
0,WR,N,246066671,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,63,9.7,300,8/9/16,,,,80,BLCA,5,T,p10<p4
0,WR,N,246066672,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.1,300,8/9/16,,,,85,BLCA,8,F,
0,WR,N,246066673,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,18.3,300,8/9/16,,,,85,BLCA,8,F,
0,WR,N,246066674,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,8/9/16,,,,85,BLCA,9,F,
0,WR,N,246066675,AUWA,6560,3,A,9,M,A,9,9,9,9,9,3,F,9,9,999,12.7,300,8/9/16,,,,85,BLCA,9,F,
0,WR,N,246066676,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,8/9/16,,,,90,BLCA,9,F,
0,WR,N,246066677,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.6,300,8/9/16,,,,90,BLCA,9,F,
0,WR,N,246066678,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.8,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066679,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.5,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066680,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.4,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066681,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.4,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066682,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,15.1,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066683,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.8,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066684,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066685,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.1,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066686,ORJU,5671,2,J,9,U,9,9,9,9,9,9,3,F,9,9,999,16.6,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066687,ORJU,5671,3,A,9,F,A,9,9,9,9,9,9,9,9,9,999,18.8,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066688,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.3,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066689,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.3,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066690,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.3,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066691,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066692,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,15.7,300,8/9/16,,,,91,BLCA,10,F,
0,WR,N,246066693,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,67,11.5,300,8/9/16,,,,100,BLCA,8,F,
0,WR,N,246066694,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,8/9/16,,,,100,BLCA,8,T,"p10<p4, barely"
0,WR,N,246066695,WEWP,4620,2,J,9,U,9,9,9,9,9,9,9,9,9,9,82,11.5,300,8/9/16,,,,100,BLCA,5,F,
0,WR,N,246066696,AUWA,6560,2,J,9,U,9,9,9,9,9,9,3,0,9,9,999,12.8,300,8/9/16,,,,100,BLCA,5,F,
0,WR,N,246066697,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18,300,8/9/16,,,,100,BLCA,5,F,
0,WR,N,246066698,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.3,300,8/9/16,,,,105,BLCA,10,F,
0,WR,N,246066699,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.7,300,8/9/16,,,,105,BLCA,10,F,
0,WR,N,246066700,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11.7,300,8/9/16,,,,105,BLCA,10,F,
0,WR,N,246066701,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.1,300,8/9/16,,,,110,BLCA,10,F,
0,WR,N,246066702,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.6,300,8/9/16,,,,110,BLCA,10,F,
0,WR,N,246066703,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.9,300,8/9/16,,,,110,BLCA,10,F,
0,WR,N,246066704,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.6,300,8/9/16,,,,110,BLCA,10,F,
0,WR,N,246066705,WEWP,4620,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,14,300,8/9/16,,,,110,BLCA,9,F,
0,WR,N,246066706,HAFL,4680,2,J,9,U,9,9,9,9,9,9,9,9,9,9,61,10,300,8/9/16,,,,110,BLCA,9,T,p10>p4
0,WR,N,246066707,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.9,300,8/9/16,,,,113,BLCA,5,F,
0,WR,N,246066708,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.7,300,8/9/16,,,,113,BLCA,6,F,
0,WR,N,246066709,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12,300,8/9/16,,,,113,BLCA,6,F,
0,WR,N,246066710,WIFL,4660,3,A,9,M,A,9,6,0,0,2,0,0,1,0,66,10.9,300,8/10/16,,,,72,POMA,1,F,
0,WR,N,246066711,YWAR,6520,2,S,R,M,H,9,3,0,0,3,0,0,1,0,60,10.2,300,8/10/16,,,,82,POMA,4,F,
0,WR,N,246066712,YWAR,6520,2,S,R,F,H,9,3,0,0,3,0,0,1,0,52,8.9,300,8/10/16,,,,82,POMA,4,F,
0,WR,N,246066713,YWAR,6520,2,S,R,M,H,9,2,0,0,2,0,0,0,0,60,9.4,300,8/10/16,,,,82,POMA,4,F,
0,WR,N,246066714,YWAR,6520,2,S,R,M,H,9,2,0,0,3,0,0,0,0,59,9.6,300,8/10/16,,,,82,POMA,4,F,
0,WR,N,246066715,YWAR,6520,2,S,R,M,H,9,3,0,0,4,0,0,1,0,66,10.2,300,8/10/16,,,,101,POMA,2,F,
0,WR,N,246066716,YWAR,6520,2,S,R,F,H,9,4,0,0,2,0,0,1,0,60,9.6,300,8/10/16,,,,101,POMA,1,F,
0,WR,N,246066717,YWAR,6520,2,S,R,U,9,9,2,0,0,3,0,0,0,0,58,10,300,8/10/16,,,,105,POMA,2,F,
0,WR,N,246066718,YWAR,6520,2,S,R,F,H,9,1,0,0,4,0,0,0,0,54,9.6,300,8/10/16,,,,105,POMA,2,F,
0,WR,N,246066719,WIFL,4660,3,A,9,U,9,9,6,0,0,1,0,0,3,1,66,11.9,300,8/10/16,,,,113,POMA,10,F,
0,WR,N,246066720,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066721,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066722,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066723,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066724,ORJU,5671,U,9,9,F,A,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066725,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066726,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066727,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066728,ORJU,5671,U,9,9,F,A,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066729,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066730,ORJU,5671,2,J,9,M,H,9,9,9,9,9,3,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066731,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066732,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066733,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,84,BLCA,10,F,
0,WR,N,246066734,ORJU,5671,2,J,I,U,9,9,9,9,9,9,3,F,9,9,999,999.9,300,8/17/16,,,,85,BLCA,8,T,"tl still ~ 80%, bill stumpy and gapey"
0,WR,N,246066735,ORJU,5671,2,J,9,F,A,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,85,BLCA,8,F,
0,WR,N,246066736,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,85,BLCA,8,F,
0,WR,N,246066737,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,85,BLCA,8,F,
0,WR,N,246066738,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066739,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066740,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066741,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066742,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066743,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066744,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066745,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066746,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066747,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0,WR,N,246066748,AUWA,6560,3,A,M,M,A,9,9,9,9,9,3,F,9,9,999,13.1,300,8/17/16,,,,93,BLCA,3,F,
0,WR,N,246066749,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.8,300,8/17/16,,,,93,BLCA,3,F,
0,WR,N,246066750,DUFL,4690,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.2,300,8/17/16,,,,93,BLCA,4,F,
0,WR,N,246066751,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.4,300,8/17/16,,,,100,BLCA,10,F,
0,WR,N,246066752,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.8,300,8/17/16,,,,100,BLCA,10,F,
0,WR,N,246066753,AUWA,6560,2,J,9,F,H,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,101,BLCA,7,F,
0,WR,N,246066754,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,101,BLCA,7,F,
0,WR,N,246066755,ORJU,5671,2,J,I,U,9,9,9,9,9,9,3,F,9,9,999,18.6,300,8/17/16,,,,104,BLCA,2,F,
0,WR,N,246066756,DUFL,4690,2,J,9,U,9,9,9,9,9,9,9,9,9,9,68,10.1,300,8/17/16,,,,104,BLCA,6,F,
0,WR,N,246066757,MOCH,7380,3,A,M,U,9,9,9,9,9,2,3,F,2,1,62,10.9,300,8/17/16,,,,120,BLCA,3,T,roof of mouth = white
0,WR,N,246066758,YWAR,6520,2,S,J,M,H,9,3,9,9,3,0,0,0,0,61,8.7,300,8/19/16,,,,81,POMA,2,F,
0,WR,N,246066759,MOCH,7380,3,A,I,U,9,9,9,9,9,1,1,0,1,0,69,12.8,300,8/19/16,,,,83,POMA,1,F,
0,WR,N,246066760,YWAR,6520,2,S,R,U,9,9,3,9,9,4,0,0,1,0,59,10.1,300,8/19/16,,,,85,POMA,5,F,
0,WR,N,246066761,YWAR,6520,2,S,R,F,H,9,0,9,9,1,0,0,1,0,58,8.6,300,8/19/16,,,,114,POMA,3,F,
0,WR,N,246066762,ORJU,5671,U,9,9,M,A,9,9,9,9,1,9,9,9,9,999,18.9,300,8/23/16,,,,80,BLCA,9,F,
0,WR,N,246066763,ORJU,5671,2,J,9,U,9,9,9,9,9,1,9,9,9,9,999,17.3,300,8/23/16,,,,80,BLCA,9,F,
0,WR,N,246066764,ORJU,5671,U,9,9,F,A,9,9,9,9,9,9,9,9,9,999,17.6,300,8/23/16,,,,80,BLCA,9,F,
0,WR,N,246066765,ORJU,5671,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,17.9,300,8/23/16,,,,80,BLCA,9,F,
0,WR,N,246066766,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,0,0,76,17.6,300,8/23/16,,,,85,BLCA,10,F,
0,WR,N,246066767,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,0,0,75,18.1,300,8/23/16,,,,90,BLCA,8,F,
0,WR,N,246066768,ORJU,5671,2,J,9,U,9,9,9,0,0,1,0,0,1,0,75,16.8,300,8/23/16,,,,101,BLCA,1,F,
0,WR,N,246066769,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,2,0,78,17.6,300,8/23/16,,,,104,BLCA,10,F,
0,WR,N,246066770,ORJU,5671,U,9,9,U,9,9,9,9,9,0,3,F,2,9,999,17.3,300,8/23/16,,,,104,BLCA,8,F,
0,WR,N,246066771,AUWA,6560,2,J,9,U,9,9,9,0,0,1,3,0,0,0,76,12.6,300,8/23/16,,,,104,BLCA,8,F,
0,WR,N,246066772,ORJU,5671,2,J,9,U,9,9,9,0,0,0,0,0,0,0,999,16.1,300,8/23/16,,,,104,BLCA,8,F,
0,WR,N,246066773,ORJU,5671,3,A,M,M,A,9,9,0,0,0,3,F,1,0,73,17.8,300,8/23/16,,,,111,BLCA,1,F,
0,WR,N,246066774,YWAR,6520,3,A,9,M,A,9,6,0,0,0,1,0,1,0,61,9.2,300,8/23/16,,,,122,BLCA,5,F,
0,WR,N,246066775,AUWA,6560,2,S,F,M,H,9,3,0,0,1,0,0,1,0,77,11.6,300,8/24/16,,,,80,POMA,5,F,
0,WR,N,246066776,MOCH,7380,3,I,9,U,9,9,9,0,0,1,1,0,1,0,63,10.8,300,8/24/16,,,,80,POMA,5,F,
0,WR,N,246066777,AUWA,6560,2,S,9,F,H,9,9,0,0,0,1,0,0,0,75,11.7,300,8/24/16,,,,80,POMA,4,F,
0,WR,N,246066778,AUWA,6560,2,S,9,F,H,9,9,0,0,0,1,0,1,0,70,999.9,300,8/24/16,,,,80,POMA,4,F,
0,WR,N,246066779,YWAR,6520,2,H,R,M,H,9,9,0,0,1,0,0,1,0,62,9.7,300,8/24/16,,,,91,POMA,6,F,
0,WR,N,246066780,YWAR,6520,2,S,R,M,H,9,3,0,0,3,0,0,1,0,63,10.7,300,8/24/16,,,,91,POMA,10,F,
0,WR,N,246066781,YWAR,6520,3,A,R,M,A,9,6,0,0,4,0,0,1,0,64,10.8,300,8/24/16,,,,91,POMA,9,F,
0,WR,N,246066782,YWAR,6520,2,S,R,U,9,9,3,0,0,2,0,0,1,0,48,9.2,300,8/24/16,,,,94,POMA,6,F,
0,WR,N,246066783,AUWA,6560,2,J,R,M,H,9,9,0,0,1,2,0,1,0,76,12.1,300,8/24/16,,,,101,POMA,1,F,
0,WR,N,246066784,AUWA,6560,U,9,9,M,A,9,9,0,0,0,2,0,1,0,78,12.2,300,8/24/16,,,,101,POMA,1,F,
0,WR,N,246066785,YWAR,6520,U,9,9,U,9,9,9,0,0,5,0,0,1,0,62,11.6,300,8/24/16,,,,112,POMA,8,F,
0,WR,N,246066786,YWAR,6520,3,A,9,U,9,9,9,0,0,5,0,0,1,0,62,11.8,300,8/24/16,,,,112,POMA,1,T,older female?
0,WR,N,246066787,YWAR,6520,3,A,9,M,A,9,9,0,0,1,0,0,1,0,62,9.1,300,8/24/16,,,,112,POMA,3,F,
0,WR,N,246066788,AUWA,6560,2,J,9,F,H,9,9,9,9,9,9,9,9,9,999,12.1,300,9/1/16,,,,80,BLCA,1,F,
0,WR,N,246066789,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13,300,9/1/16,,,,80,BLCA,1,F,
0,WR,N,246066790,YWAR,6520,2,J,9,F,H,9,9,9,9,9,9,9,9,9,999,10.1,300,9/1/16,,,,80,BLCA,4,F,
0,WR,N,246066791,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.9,300,9/1/16,,,,80,BLCA,4,F,
0,WR,N,246066792,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/1/16,,,,80,BLCA,5,F,
0,WR,N,246066793,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.4,300,9/1/16,,,,80,BLCA,5,F,
0,WR,N,246066794,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.7,300,9/1/16,,,,80,BLCA,6,F,
0,WR,N,246066795,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12,300,9/1/16,,,,80,BLCA,6,F,
0,WR,N,246066796,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.5,300,9/1/16,,,,80,BLCA,6,F,
0,WR,N,246066797,ORJU,5671,U,9,9,F,A,9,9,9,9,9,9,9,9,9,999,17.8,300,9/1/16,,,,82,BLCA,10,F,
0,WR,N,246066798,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,18.6,300,9/1/16,,,,82,BLCA,10,F,
0,WR,N,246066799,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.3,300,9/1/16,,,,82,BLCA,10,F,
