SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,DAY,MONTH,YEAR,TIME,LOC,SITE,Comment,NOTE
0,WR,N,225053913,AUWA,6560,2,R,9,U,9,9,9,0,0,1,0,0,1,0,71,12.4,300,10/6/16,,,,130,POMA,1,F,
0,WR,N,225053914,AUWA,6560,2,R,9,U,9,9,9,0,0,1,0,0,1,0,70,11.5,300,10/6/16,,,,130,POMA,1,F,
0,WR,N,225053915,YRWA,6556,2,R,9,U,9,9,9,0,0,1,0,0,1,0,73,11.7,300,10/6/16,,,,130,POMA,1,F,
0,WR,N,225053916,AUWA,6560,2,R,9,M,H,9,9,0,0,2,0,0,1,0,73,13,300,10/6/16,,,,130,POMA,3,F,
0,WR,N,225053917,AUWA,6560,3,S,A,M,A,9,6,0,0,1,0,0,1,0,79,12.9,300,10/6/16,,,,130,POMA,3,F,
0,WR,N,225053918,AUWA,6560,2,S,9,U,9,9,3,0,0,1,0,0,1,0,69,10.9,300,10/12/16,,,,84,POMA,1,F,
0,WR,N,225053919,AUWA,6560,2,S,9,U,9,9,4,0,0,2,0,0,1,0,71,11.9,300,10/12/16,,,,84,POMA,1,F,
0,WR,N,225053920,AUWA,6560,2,S,9,U,9,9,3,0,0,0,0,0,1,0,75,12,300,10/12/16,,,,92,POMA,6,F,
0,WR,N,225053921,AUWA,6560,2,S,J,F,H,9,2,0,0,4,0,0,1,0,70,13.8,300,10/12/16,,,,92,POMA,9,F,
0,WR,N,225053922,AUWA,6560,2,S,J,M,H,9,3,0,0,1,0,0,2,0,76,13.1,300,10/12/16,,,,95,POMA,4,F,
0,WR,N,225053923,AUWA,6560,2,S,J,M,H,9,4,0,0,2,0,0,2,0,74,11,300,10/12/16,,,,103,POMA,4,F,
0,WR,N,225053924,AUWA,6560,2,J,R,M,H,9,3,0,0,1,0,0,1,0,76,12.7,300,10/12/16,,,,111,POMA,1,F,
0,WR,N,225053925,AUWA,6560,2,J,R,M,H,9,9,0,0,5,0,0,1,0,71,13.2,300,10/12/16,,,,114,POMA,3,F,
0,WR,N,225053926,AUWA,6560,2,J,R,F,H,9,9,0,0,5,0,0,2,0,70,14.1,300,10/12/16,,,,114,POMA,3,F,
0,WR,N,225053927,AUWA,6560,2,J,R,M,H,9,9,0,0,1,0,0,1,0,77,12.8,300,10/12/16,,,,114,POMA,3,F,
0,WR,N,225053928,AUWA,6560,2,J,R,M,H,9,9,0,0,2,0,0,1,0,73,13.4,300,10/12/16,,,,120,POMA,5,F,
0,WR,N,225053929,AUWA,6560,2,J,R,U,9,9,9,0,0,3,0,0,1,0,69,11.8,300,10/12/16,,,,120,POMA,3,F,
0,WR,N,225053930,AUWA,6560,2,J,R,U,9,9,9,0,0,1,0,0,1,0,70,12.9,300,10/12/16,,,,120,POMA,9,F,
0,WR,N,225053931,AUWA,6560,2,J,R,M,H,9,9,0,0,2,0,0,1,0,78,13.1,300,10/12/16,,,,120,POMA,8,F,
0,WR,N,225053932,AUWA,6560,3,A,R,U,9,9,9,0,0,5,0,0,1,0,999,15,300,10/12/16,,,,130,POMA,4,F,
0,WR,N,225053933,AUWA,6560,3,A,R,M,A,9,9,0,0,1,0,0,1,0,76,12.8,300,10/12/16,,,,130,POMA,4,F,
0,WR,N,225053934,ORJU,5671,2,S,J,F,H,9,3,0,0,2,0,0,1,0,76,18.5,300,10/13/16,,,,84,BLCA,7,F,
0,WR,N,225053935,ORJU,5671,2,S,J,U,9,9,4,0,0,1,0,0,1,0,75,17.9,300,10/13/16,,,,84,BLCA,10,F,
0,WR,N,225053936,RBNU,7280,3,A,S,M,A,9,6,0,0,1,0,0,1,0,66,10.5,300,10/13/16,,,,84,BLCA,10,F,
0,WR,N,225053937,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053938,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053939,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053940,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053941,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053942,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053943,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053944,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053945,ORJU,5671,2,H,9,F,H,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053946,ORJU,5671,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053947,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053948,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053949,ORJU,5671,2,H,9,M,H,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053950,ORJU,5671,U,9,9,F,H,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,91,BLCA,9,F,
0,WR,N,225053951,ORJU,5671,U,9,9,M,H,9,9,9,9,9,9,9,9,9,76,999.9,300,10/13/16,,,,103,BLCA,8,F,
0,WR,N,225053952,ORJU,5671,U,9,9,F,H,9,9,9,9,9,9,9,9,9,72,19.2,300,10/13/16,,,,103,BLCA,8,F,
0,WR,N,225053953,ORJU,5671,U,9,9,F,H,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053954,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053955,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053956,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053957,ORJU,5671,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053958,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053959,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053960,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,9,F,
0,WR,N,225053961,ORJU,5671,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053962,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053963,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053964,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053965,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053966,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053967,ORJU,5671,2,J,9,F,H,9,9,0,0,0,0,0,1,0,999,15.7,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053968,ORJU,5671,2,J,9,U,9,9,9,9,9,3,9,9,9,9,999,19.8,300,10/13/16,,,,113,BLCA,7,F,
0,WR,N,225053969,ORJU,5671,2,J,9,F,H,9,9,9,9,3,9,9,9,9,999,999.9,300,10/13/16,,,,113,BLCA,8,F,
0A,WR,N,231030201,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.9,300,8/9/16,,,,80,BLCA,5,F,
0A,WR,N,231030202,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.9,300,8/9/16,,,,85,BLCA,6,F,
0A,WR,N,231030203,WIWA,6850,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,6.7,300,8/9/16,,,,90,BLCA,9,F,
0A,WR,N,231030204,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.1,300,8/9/16,,,,90,BLCA,9,F,
0A,WR,N,231030205,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.5,300,8/9/16,,,,90,BLCA,10,F,
0A,WR,N,231030206,WIWA,6850,2,S,R,U,9,9,2,9,9,9,9,9,9,9,999,999.9,300,8/9/16,,,,100,BLCA,3,F,
0A,WR,N,231030207,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/9/16,,,,100,BLCA,5,F,
0A,WR,N,231030208,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,8/9/16,,,,100,BLCA,5,F,
0A,WR,N,231030209,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.8,300,8/9/16,,,,100,BLCA,5,F,
0A,WR,N,231030210,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.5,300,8/9/16,,,,100,BLCA,5,F,
0A,WR,N,231030211,WIWA,6850,3,A,M,F,A,9,9,0,0,9,3,F,9,9,999,7,300,8/9/16,,,,100,BLCA,3,F,
0A,WR,N,231030212,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9,300,8/9/16,,,,100,BLCA,6,F,
0A,WR,N,231030213,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.2,300,8/9/16,,,,105,BLCA,10,F,
0A,WR,N,231030214,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.3,300,8/9/16,,,,110,BLCA,10,F,
0A,WR,N,231030215,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.1,300,8/9/16,,,,110,BLCA,7,F,
0A,WR,N,231030216,NAWA,6450,3,A,C,M,A,C,9,0,1,9,9,9,9,9,999,8.2,300,8/9/16,,,,110,BLCA,7,F,
0A,WR,N,231030217,OCWA,6460,2,S,J,M,H,9,3,0,0,3,1,0,0,0,58,9.4,300,8/9/16,,,,120,BLCA,3,F,
0A,WR,N,231030218,WIWA,6850,4,R,A,M,A,C,9,0,1,2,3,F,1,0,53,7.9,300,8/9/16,,,,120,BLCA,3,F,
0A,WR,N,231030219,OCWA,6460,2,S,9,U,9,9,3,0,0,1,0,0,1,0,57,8.6,300,8/10/16,,,,82,POMA,3,F,
0A,WR,N,231030220,OCWA,6460,2,S,9,U,9,9,2,0,0,2,1,0,0,0,55,9.1,300,8/10/16,,,,113,POMA,4,F,
0A,WR,N,231030221,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.6,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030222,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.4,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030223,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.1,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030224,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030225,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.4,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030226,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.6,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030227,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030228,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.1,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030229,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.3,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030230,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.6,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030231,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.1,300,8/17/16,,,,75,BLCA,5,F,
0A,WR,N,231030232,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.4,300,8/17/16,,,,80,BLCA,6,F,
0A,WR,N,231030233,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.3,300,8/17/16,,,,80,BLCA,6,F,
0A,WR,N,231030234,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.1,300,8/17/16,,,,80,BLCA,6,F,
0A,WR,N,231030235,WIWA,6850,2,H,R,M,H,9,9,9,9,9,9,9,9,9,999,6.7,300,8/17/16,,,,80,BLCA,4,F,
0A,WR,N,231030236,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.5,300,8/17/16,,,,80,BLCA,4,F,
0A,WR,N,231030237,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.6,300,8/17/16,,,,80,BLCA,4,F,
0A,WR,N,231030238,NAWA,6450,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,7.9,300,8/17/16,,,,80,BLCA,4,F,
0A,WR,N,231030239,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0A,WR,N,231030240,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,90,BLCA,7,F,
0A,WR,N,231030241,OCWA,6460,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,9.1,300,8/17/16,,,,93,BLCA,5,F,
0A,WR,N,231030242,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.2,300,8/17/16,,,,93,BLCA,5,F,
0A,WR,N,231030243,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.6,300,8/17/16,,,,93,BLCA,5,F,
0A,WR,N,231030244,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.9,300,8/17/16,,,,93,BLCA,4,F,
0A,WR,N,231030245,NAWA,6450,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.4,300,8/17/16,,,,100,BLCA,10,F,
0A,WR,N,231030246,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,101,BLCA,7,F,
0A,WR,N,231030247,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,8/17/16,,,,101,BLCA,7,F,
0A,WR,N,231030248,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.8,300,8/17/16,,,,101,BLCA,8,F,
0A,WR,N,231030249,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,57,8.6,300,8/17/16,,,,104,BLCA,5,F,
0A,WR,N,231030250,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.3,300,8/17/16,,,,104,BLCA,5,F,
0A,WR,N,231030251,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.4,300,8/17/16,,,,120,BLCA,6,F,
0A,WR,N,231030252,OCWA,6460,2,S,H,M,H,9,3,0,0,0,0,0,0,0,59,8.6,300,8/19/16,,,,74,POMA,1,F,
0A,WR,N,231030253,OCWA,6460,2,S,9,M,H,9,3,0,0,1,1,0,0,0,60,9,300,8/19/16,,,,74,POMA,10,F,
0A,WR,N,231030254,OCWA,6460,2,S,9,U,9,9,3,0,0,1,0,0,0,0,58,8.6,300,8/19/16,,,,81,POMA,2,F,
0A,WR,N,231030255,OCWA,6460,2,S,9,U,9,9,3,0,0,2,0,0,0,0,57,9,300,8/19/16,,,,81,POMA,2,F,
0A,WR,N,231030256,NAWA,6450,3,A,9,M,A,9,6,0,0,1,1,0,0,0,60,8,300,8/19/16,,,,81,POMA,2,F,
0A,WR,N,231030257,NAWA,6450,2,S,9,M,H,9,3,0,0,4,0,0,0,0,59,9.4,300,8/19/16,,,,81,POMA,5,F,
0A,WR,N,231030258,NAWA,6450,3,A,9,F,A,9,6,9,9,4,0,0,2,0,59,9.4,300,8/19/16,,,,82,POMA,1,F,
0A,WR,N,231030259,OCWA,6460,2,S,J,M,H,9,3,0,0,2,0,0,1,0,61,8.2,300,8/19/16,,,,82,POMA,1,F,
0A,WR,N,231030260,OCWA,6460,2,J,9,U,9,9,9,0,0,2,0,0,1,0,58,8.6,300,8/19/16,,,,82,POMA,6,F,
0A,WR,N,231030261,OCWA,6460,U,9,9,U,9,9,9,0,0,1,0,0,1,0,58,8.5,300,8/19/16,,,,82,POMA,6,F,
0A,WR,N,231030262,OCWA,6460,2,S,9,M,H,9,5,0,0,1,1,0,0,0,58,8.6,300,8/19/16,,,,82,POMA,6,F,
0A,WR,N,231030263,NAWA,6450,2,R,9,U,9,9,9,0,0,3,0,0,1,0,58,8.5,300,8/19/16,,,,85,POMA,10,F,
0A,WR,N,231030264,OCWA,6460,2,S,R,M,H,9,3,0,0,4,0,0,1,0,59,9,300,8/19/16,,,,93,POMA,2,F,
0A,WR,N,231030265,OCWA,6460,2,S,9,M,H,9,4,0,0,2,0,0,0,0,59,8,300,8/19/16,,,,93,POMA,5,F,
0A,WR,N,231030266,OCWA,6460,2,S,9,U,9,9,3,0,0,1,1,0,1,0,57,9,300,8/19/16,,,,93,POMA,1,F,
0A,WR,N,231030267,OCWA,6460,2,S,J,U,9,9,4,0,0,1,0,0,1,0,58,8.6,300,8/19/16,,,,93,POMA,6,F,
0A,WR,N,231030268,OCWA,6460,U,9,9,U,9,9,9,0,0,2,0,0,1,0,59,8.3,300,8/19/16,,,,101,POMA,4,F,
0A,WR,N,231030269,OCWA,6460,U,9,9,U,9,9,9,0,0,3,2,0,1,0,59,9.6,300,8/19/16,,,,101,POMA,4,F,
0A,WR,N,231030270,OCWA,6460,U,9,9,U,9,9,9,0,0,4,0,0,0,0,59,9,300,8/23/16,,,,74,BLCA,5,F,
0A,WR,N,231030271,NAWA,6450,2,R,9,U,9,9,9,0,0,1,1,0,1,0,56,999.9,300,8/23/16,,,,74,BLCA,2,F,
0A,WR,N,231030272,BRCR,7260,U,9,9,U,9,9,3,9,9,3,9,9,9,9,61,7.4,300,8/23/16,,,,80,BLCA,9,F,
0A,WR,N,231030273,OCWA,6460,U,9,9,U,9,9,3,9,9,9,9,9,9,9,999,9.2,300,8/23/16,,,,80,BLCA,9,F,
0A,WR,N,231030274,CHSP,5610,2,J,9,U,9,9,9,9,9,3,9,9,9,9,999,10.9,300,8/23/16,,,,80,BLCA,8,F,
0A,WR,N,231030275,OCWA,6460,U,9,9,U,9,9,9,9,9,2,9,9,9,9,999,8.2,300,8/23/16,,,,83,BLCA,4,F,
0A,WR,N,231030276,OCWA,6460,U,9,9,U,9,9,9,9,9,4,9,9,9,9,999,10.2,300,8/23/16,,,,83,BLCA,3,F,
0A,WR,N,231030277,OCWA,6460,2,S,9,U,9,9,4,0,0,1,1,0,0,0,60,8.9,300,8/23/16,,,,85,BLCA,8,F,
0A,WR,N,231030278,NAWA,6450,3,A,9,M,A,9,6,0,0,3,0,0,0,0,60,8.3,300,8/23/16,,,,85,BLCA,8,F,
0A,WR,N,231030279,OCWA,6460,U,9,9,U,9,9,6,0,0,0,0,0,1,0,58,8.1,300,8/23/16,,,,100,BLCA,4,F,
0A,WR,N,231030280,OCWA,6460,U,9,9,U,9,9,9,9,9,4,9,9,9,9,999,9.7,300,8/23/16,,,,100,BLCA,4,F,
0A,WR,N,231030281,OCWA,6460,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,9.3,300,8/23/16,,,,100,BLCA,4,F,
0A,WR,N,231030282,BRCR,7260,2,J,9,U,9,9,9,9,9,3,9,9,9,9,999,7.5,300,8/23/16,,,,101,BLCA,2,F,
0A,WR,N,231030283,OCWA,6460,U,9,9,U,9,9,9,9,9,1,9,9,9,9,58,8.4,300,8/23/16,,,,111,BLCA,1,F,
0A,WR,N,231030284,OCWA,6460,2,S,J,U,9,9,4,0,0,1,1,0,1,0,59,9,300,8/24/16,,,,83,POMA,1,F,
0A,WR,N,231030285,NAWA,6450,2,S,J,M,H,9,3,0,0,3,1,0,1,0,57,8.8,300,8/24/16,,,,83,POMA,2,F,
0A,WR,N,231030286,OCWA,6460,2,S,J,M,H,9,4,0,0,3,0,0,1,0,60,9.7,300,8/24/16,,,,83,POMA,9,F,
0A,WR,N,231030287,OCWA,6460,2,J,9,U,9,9,9,0,0,3,0,0,0,0,56,8.5,300,8/24/16,,,,83,POMA,10,F,
0A,WR,N,231030288,OCWA,6460,2,J,9,U,9,9,9,9,9,3,9,9,9,9,999,9.7,300,8/24/16,,,,83,POMA,3,F,
0A,WR,N,231030289,OCWA,6460,U,9,9,U,9,9,9,9,9,2,9,9,9,9,59,9.8,300,8/24/16,,,,83,POMA,3,F,
0A,WR,N,231030290,OCWA,6460,U,9,9,U,9,9,9,9,9,1,9,9,9,9,58,8,300,8/24/16,,,,83,POMA,5,F,
0A,WR,N,231030291,OCWA,6460,U,9,9,U,9,9,9,9,9,3,9,9,9,9,59,9.7,300,8/24/16,,,,83,POMA,6,F,
0A,WR,N,231030292,OCWA,6460,2,S,J,M,H,9,3,0,0,1,0,0,0,0,59,9.5,300,8/24/16,,,,94,POMA,5,F,
0A,WR,N,231030293,OCWA,6460,2,S,J,U,9,9,4,0,0,1,0,0,1,0,59,9,300,8/24/16,,,,101,POMA,4,F,
0A,WR,N,231030294,OCWA,6460,2,S,J,U,9,9,3,0,0,4,0,0,1,0,58,9.8,300,8/24/16,,,,101,POMA,10,F,
0A,WR,N,231030295,OCWA,6460,2,J,9,U,9,9,9,0,0,1,0,0,1,0,58,8.7,300,8/24/16,,,,105,POMA,6,F,
0A,WR,N,231030296,OCWA,6460,2,J,9,U,9,9,9,0,0,4,0,0,1,0,55,11.8,300,8/24/16,,,,105,POMA,3,F,
0A,WR,N,231030297,OCWA,6460,2,J,9,M,H,9,9,0,0,2,0,0,1,0,61,9,300,8/24/16,,,,113,POMA,3,F,
0A,WR,N,231030298,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.5,300,9/1/16,,,,80,BLCA,1,F,
0A,WR,N,231030299,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.3,300,9/1/16,,,,80,BLCA,3,F,
0A,WR,N,231030300,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.5,300,9/1/16,,,,80,BLCA,4,F,
0A,WR,N,231030301,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.6,300,9/1/16,,,,80,BLCA,4,F,
0A,WR,N,231030302,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.5,300,9/1/16,,,,80,BLCA,6,F,
0A,WR,N,231030303,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.9,300,9/1/16,,,,80,BLCA,6,F,
0A,WR,N,231030304,CHSP,5610,2,J,9,U,9,9,9,0,0,3,1,0,1,0,69,13.3,300,9/1/16,,,,100,BLCA,7,F,
0A,WR,N,231030305,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/1/16,,,,113,BLCA,3,F,
0A,WR,N,231030306,OCWA,6460,U,9,9,U,9,9,9,0,0,3,0,0,1,0,57,9.2,300,9/6/16,,,,85,POMA,3,F,
0A,WR,N,231030307,OCWA,6460,2,S,9,U,9,9,2,0,0,2,0,0,1,0,57,8.7,300,9/6/16,,,,92,POMA,4,F,
0A,WR,N,231030308,OCWA,6460,2,S,9,U,9,9,3,0,0,5,0,0,1,0,57,12,300,9/6/16,,,,92,POMA,4,F,
0A,WR,N,231030309,OCWA,6460,U,9,9,U,9,9,9,0,0,5,0,0,1,0,999,11.5,300,9/6/16,,,,94,POMA,1,F,
0A,WR,N,231030310,OCWA,6460,2,J,9,U,9,9,9,0,0,3,0,0,2,0,60,9.1,300,9/6/16,,,,94,POMA,3,F,
0A,WR,N,231030311,OCWA,6460,2,J,9,U,9,9,9,0,0,3,0,0,1,0,54,7.3,300,9/6/16,,,,94,POMA,3,F,
0A,WR,N,231030312,OCWA,6460,U,9,9,U,9,9,9,9,9,4,9,9,9,9,56,9.3,300,9/6/16,,,,102,POMA,3,F,
0A,WR,N,231030313,OCWA,6460,U,9,9,U,9,9,9,9,9,4,9,9,9,9,999,9.4,300,9/6/16,,,,105,POMA,3,F,
0A,WR,N,231030314,OCWA,6460,U,9,9,U,9,9,9,9,9,3,3,9,9,9,999,9.2,300,9/6/16,,,,105,POMA,1,F,
0A,WR,N,231030315,OCWA,6460,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,9.2,300,9/6/16,,,,105,POMA,2,F,
0A,WR,N,231030316,OCWA,6460,U,9,9,U,9,9,9,9,9,0,9,9,9,9,999,9,300,9/6/16,,,,105,POMA,2,F,
0A,WR,N,231030317,OCWA,6460,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,8.9,300,9/6/16,,,,105,POMA,2,F,
0A,WR,N,231030318,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.4,300,9/6/16,,,,115,POMA,9,F,
0A,WR,N,231030319,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.4,300,9/16/16,,,,83,POMA,1,F,
0A,WR,N,231030320,OCWA,6460,U,9,9,U,9,9,9,0,0,3,0,0,1,0,59,9.2,300,9/16/16,,,,90,POMA,4,F,
0A,WR,N,231030321,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.8,300,9/16/16,,,,92,POMA,6,F,
0A,WR,N,231030322,OCWA,6460,2,J,S,M,H,9,4,9,9,9,9,9,9,9,59,9.5,300,9/16/16,,,,94,POMA,6,F,
0A,WR,N,231030323,OCWA,6460,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,9.1,300,9/16/16,,,,94,POMA,6,F,
0A,WR,N,231030324,OCWA,6460,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,8.8,300,9/16/16,,,,94,POMA,2,F,
0A,WR,N,231030325,OCWA,6460,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,9.2,300,9/16/16,,,,100,POMA,10,F,
