SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,TIME,LOC,SITE,NOTE?,NOTE
0,WR,N,272065104,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.8,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065105,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.5,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065106,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,15.5,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065107,ORJU,5671,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,17.3,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065108,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.7,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065109,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.8,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065110,ORJU,5671,2,H,9,M,H,9,9,9,9,9,2,9,9,9,999,18.6,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065111,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.9,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065112,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.2,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065113,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.6,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065114,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.7,300,8/30/13,82,BLCA,10,F,
0,WR,R,272065114,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,15.7,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065115,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.3,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065116,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.4,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065117,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.1,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065118,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.9,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065119,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065120,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.1,300,8/30/13,82,BLCA,10,F,
0,WR,R,272065120,ORJU,5671,2,H,9,U,9,9,9,0,0,1,1,0,1,0,69,16.2,300,9/10/13,100,BLCA,2,F,
0,WR,N,272065121,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.5,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065122,ORJU,5671,2,H,9,U,9,9,9,9,9,9,9,9,9,9,999,17.3,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065123,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.8,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065124,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.3,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065125,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.1,300,8/30/13,82,BLCA,10,F,
0,WR,N,272065126,RBNU,7280,3,M,B,F,A,B,9,4,0,2,2,F,1,0,61,10.8,300,8/30/13,85,BLCA,1,F,
0,WR,N,272065127,DUFL,4690,2,S,J,U,9,9,4,0,0,2,1,0,1,0,64,10.4,300,8/30/13,85,BLCA,3,F,
0,WR,N,272065128,ORJU,5671,2,S,J,M,H,9,3,0,0,1,2,0,1,0,77,19,300,8/30/13,91,BLCA,4,F,
0,WR,N,272065129,ORJU,5671,2,S,J,U,9,9,2,0,0,1,2,0,1,0,76,17.4,300,8/30/13,91,BLCA,6,F,
0,WR,N,272065130,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,71,999.9,300,8/30/13,91,BLCA,6,F,
0,WR,N,272065131,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,15.5,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065132,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.7,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065133,ORJU,5671,3,A,9,M,A,9,9,9,9,9,9,9,9,9,999,20,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065134,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.6,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065135,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.2,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065136,ORJU,5671,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,16.6,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065137,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.8,300,8/30/13,95,BLCA,8,F,
0,WR,N,272065138,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.3,300,8/30/13,95,BLCA,7,F,
0,WR,N,272065139,AUWA,6560,2,H,S,F,H,9,3,0,0,0,0,0,1,0,71,11.3,300,8/30/13,95,BLCA,7,F,
0,WR,N,272065140,MOCH,7380,2,I,J,U,9,9,9,0,0,3,1,0,1,0,67,10.8,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065141,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.8,300,8/30/13,95,BLCA,9,F,
0,WR,N,272065142,AUWA,6560,2,J,9,U,9,9,9,0,0,1,3,0,1,0,72,11.8,300,8/30/13,105,BLCA,1,F,
0,WR,N,272065143,YWAR,6520,2,S,9,M,H,9,2,0,0,3,0,0,1,0,61,9.7,300,9/4/13,83,COCA,3,F,
0,WR,N,272065144,DUFL,4690,2,S,J,U,9,9,3,0,0,2,0,0,1,0,69,11.6,300,9/4/13,83,COCA,3,F,
0,WR,N,272065145,AUWA,6560,2,S,H,M,H,9,3,0,0,1,1,0,0,0,74,12.5,300,9/4/13,83,COCA,2,F,
0,WR,N,272065146,MOCH,7380,2,I,X,U,9,9,9,0,0,1,1,0,1,0,69,12,300,9/4/13,83,COCA,3,F,
0,WR,N,272065147,AUWA,6560,2,J,9,M,H,9,9,0,0,0,1,0,0,0,79,12.2,300,9/4/13,83,COCA,3,F,
0,WR,N,272065148,AUWA,6560,2,J,9,U,9,9,9,0,0,1,3,0,1,0,71,999.9,300,9/4/13,100,COCA,6,F,
0,WR,N,272065149,AUWA,6560,2,J,9,U,9,9,9,0,0,1,2,0,0,0,77,999.9,300,9/4/13,100,COCA,6,F,
0,WR,N,272065150,ORJU,5671,2,S,9,F,H,9,4,0,0,2,1,0,1,0,70,15.7,300,9/4/13,113,COCA,6,F,
0,WR,N,272065151,AUWA,6560,2,S,J,M,H,9,3,0,0,1,1,0,1,0,77,13.4,300,9/4/13,113,COCA,6,F,
0,WR,N,272065152,AUWA,6560,2,S,J,U,9,9,3,0,0,0,2,0,1,0,75,999.9,300,9/4/13,113,COCA,6,F,
0,WR,N,272065153,AUWA,6560,2,J,9,U,9,9,9,0,0,2,1,0,1,0,71,12,300,9/6/13,75,BLCA,4,F,
0,WR,N,272065154,AUWA,6560,2,J,9,M,H,9,9,0,0,0,0,0,1,0,76,11.3,300,9/6/13,75,BLCA,1,F,
0,WR,N,272065155,DUFL,7380,2,J,9,U,9,9,4,0,0,2,0,0,0,0,69,11.8,300,9/6/13,75,BLCA,3,F,
0,WR,N,272065156,ORJU,5671,2,J,9,U,9,9,9,0,0,1,1,0,2,0,70,16.1,300,9/6/13,85,BLCA,8,F,
0,WR,N,272065157,ORJU,5671,2,J,9,U,9,9,9,0,0,0,2,A,1,0,75,18,300,9/6/13,85,BLCA,10,F,
0,WR,R,272065157,ORJU,5671,2,J,9,U,9,9,9,0,0,1,1,0,1,0,74,999.9,300,9/23/13,101,BLCA,1,F,
0,WR,N,272065158,MOCH,7380,2,S,I,U,9,9,3,0,0,2,2,0,1,0,68,11.7,300,9/6/13,85,BLCA,10,F,
0,WR,N,272065159,AUWA,6560,2,J,9,M,H,9,9,0,0,0,0,0,1,0,80,12.4,300,9/6/13,93,BLCA,1,F,
0,WR,N,272065160,AUWA,6560,2,J,9,M,H,9,9,0,0,1,1,0,1,0,76,12.3,300,9/6/13,93,BLCA,1,F,
0,WR,N,272065161,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,1,0,73,16.3,300,9/6/13,100,BLCA,10,F,
0,WR,N,272065162,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,1,0,70,16.7,300,9/6/13,100,BLCA,10,F,
0,WR,N,272065163,ORJU,5671,2,J,9,U,9,9,9,0,0,2,3,0,1,0,75,18.4,300,9/6/13,100,BLCA,10,F,
0,WR,N,272065164,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,1,0,74,17.1,300,9/6/13,100,BLCA,6,F,
0,WR,N,272065165,ORJU,5671,3,A,9,M,A,9,9,0,0,2,0,0,2,0,75,17.1,300,9/6/13,103,BLCA,10,F,
0,WR,N,272065166,ORJU,5671,2,J,9,U,9,9,9,0,0,1,1,0,1,0,999,16.2,300,9/6/13,103,BLCA,10,F,
0,WR,N,272065167,ORJU,5671,2,S,9,U,9,9,3,0,0,2,0,0,1,0,73,17.3,300,9/6/13,103,BLCA,10,F,
0,WR,N,272065168,ORJU,5671,3,A,M,F,A,9,9,0,0,1,3,F,2,0,76,18.7,300,9/6/13,103,BLCA,10,F,
0,WR,N,272065169,DUFL,4690,2,S,J,U,9,9,3,0,0,1,1,0,1,0,67,11.4,300,9/6/13,103,BLCA,10,F,
0,WR,N,272065170,DUFL,4690,2,S,J,U,9,9,3,0,0,1,1,0,1,0,65,11.5,300,9/6/13,103,BLCA,10,F,
0,WR,N,272065171,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,1,0,71,18,300,9/6/13,103,BLCA,10,F,
0,WR,N,272065172,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,1,0,71,16.1,300,9/9/13,74,COCA,1,F,
0,WR,N,272065173,MOCH,7380,3,I,9,U,9,9,9,0,0,1,3,0,1,0,65,10.7,300,9/9/13,74,COCA,2,F,
0,WR,N,272065174,ORJU,5671,2,S,H,U,9,9,3,0,0,1,1,0,1,0,77,18.5,300,9/9/13,83,COCA,1,F,
0,WR,N,272065175,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,2,0,71,17.8,300,9/9/13,92,COCA,9,F,
0,WR,N,272065176,AUWA,6560,2,J,9,U,9,9,9,0,0,1,2,0,1,0,71,11.2,300,9/9/13,92,COCA,9,F,
0,WR,N,272065177,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,1,0,75,18.8,300,9/9/13,100,COCA,7,F,
0,WR,N,272065178,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,1,0,74,18,300,9/9/13,100,COCA,5,F,
0,WR,N,272065179,ORJU,5671,2,S,J,U,9,9,2,0,0,1,1,0,1,0,71,16.4,300,9/9/13,100,COCA,5,F,
0,WR,N,272065180,ORJU,5671,2,S,J,U,9,9,3,0,0,0,1,0,1,0,73,15.7,300,9/9/13,100,COCA,5,F,
0,WR,N,272065181,ORJU,5671,2,S,J,U,9,9,2,0,0,0,1,0,1,0,74,17,300,9/9/13,100,COCA,5,F,
0,WR,N,272065182,PISI,5330,2,S,9,U,9,9,3,0,0,1,2,0,1,0,72,12.4,300,9/9/13,105,COCA,2,F,
0,WR,N,272065183,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,2,0,72,18.5,300,9/9/13,105,COCA,8,F,
0,WR,N,272065184,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,2,0,75,16.9,300,9/9/13,105,COCA,8,F,
0,WR,N,272065185,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,2,0,73,18.6,300,9/9/13,105,COCA,3,F,
0,WR,N,272065186,ORJU,5671,2,J,9,U,9,9,9,0,0,0,1,0,1,0,76,17.8,300,9/10/13,74,BLCA,5,F,
0,WR,N,272065187,ORJU,5671,2,J,9,U,9,9,9,0,0,1,1,0,1,0,75,18.8,300,9/10/13,80,BLCA,5,F,
0,WR,N,272065188,ORJU,5671,2,S,9,U,9,9,3,0,0,1,3,0,1,0,72,15.8,300,9/10/13,80,BLCA,1,F,
0,WR,N,272065189,AUWA,6560,2,J,9,U,9,9,9,0,0,2,1,0,1,0,999,12.3,300,9/10/13,80,BLCA,1,F,
0,WR,N,272065190,AUWA,6560,2,J,9,M,H,9,9,0,0,1,1,0,1,0,999,12.5,300,9/10/13,80,BLCA,1,F,
0,WR,N,272065191,DUFL,4690,2,S,J,U,9,9,2,0,0,3,0,0,1,0,67,12.4,300,9/10/13,80,BLCA,1,F,
0,WR,N,272065192,AUWA,6560,2,J,9,U,9,9,9,0,0,2,0,0,1,0,75,10.9,300,9/10/13,80,BLCA,10,F,
0,WR,N,272065193,ORJU,5671,2,J,9,U,9,9,9,0,0,0,1,0,1,0,72,17.4,300,9/10/13,83,BLCA,1,F,
0,WR,N,272065194,DUFL,4690,2,S,J,U,9,9,3,0,0,1,0,0,1,0,67,11.4,300,9/10/13,83,BLCA,1,F,
0,WR,N,272065195,AUWA,6560,2,J,9,M,H,9,9,0,0,0,0,0,1,0,78,11.8,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065196,ORJU,5671,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,18.2,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065197,ORJU,5671,2,S,J,M,H,9,3,9,9,9,9,9,9,9,999,18.1,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065198,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.2,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065199,ORJU,5671,2,S,9,U,9,9,2,9,9,9,9,9,9,9,999,15.9,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065200,ORJU,5671,2,J,9,M,H,9,9,9,9,9,9,A,9,9,999,17.5,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065201,ORJU,5671,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,17.4,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065202,ORJU,5671,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,18.1,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065203,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,15.9,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065204,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,18.2,300,9/10/13,91,BLCA,1,F,
0,WR,N,272065205,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.9,300,9/10/13,92,BLCA,1,F,
0,WR,N,272065206,ORJU,5671,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,18.1,300,9/10/13,92,BLCA,1,F,
0,WR,N,272065207,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17.3,300,9/10/13,92,BLCA,1,F,
0,WR,N,272065208,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,17,300,9/10/13,92,BLCA,1,F,
0,WR,N,272065209,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.6,300,9/10/13,92,BLCA,1,F,
0,WR,N,272065210,ORJU,5671,2,J,9,F,H,9,9,0,0,0,2,0,1,0,67,18.4,300,9/10/13,95,BLCA,8,F,
0,WR,N,272065211,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,0,1,0,75,17.3,300,9/10/13,95,BLCA,6,F,
0,WR,N,272065212,ORJU,5671,2,J,9,U,9,9,9,0,0,1,1,0,1,0,72,17.3,300,9/10/13,95,BLCA,6,F,
0,WR,N,272065213,AUWA,6560,2,J,9,F,H,9,9,0,0,1,2,0,1,0,68,11.7,300,9/11/13,75,COEA,3,F,
0,WR,N,272065214,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,9/11/13,83,COEA,7,F,
0,WR,N,272065215,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,12,300,9/11/13,83,COEA,7,F,
0,WR,N,272065216,AUWA,6560,2,J,9,U,9,9,9,9,9,0,9,9,9,9,999,10.4,300,9/11/13,83,COEA,7,F,
0,WR,N,272065217,AUWA,6560,2,J,9,U,9,9,9,9,9,1,9,9,9,9,999,11.9,300,9/11/13,83,COEA,7,F,
0,WR,N,272065218,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,12.5,300,9/11/13,83,COEA,7,F,
0,WR,N,272065219,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,9/11/13,83,COEA,7,F,
0,WR,N,272065220,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,12.1,300,9/11/13,83,COEA,7,F,
0,WR,N,272065221,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11.4,300,9/11/13,83,COEA,7,F,
0,WR,N,272065222,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/11/13,83,COEA,7,F,
0,WR,N,272065223,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.4,300,9/11/13,83,COEA,7,F,
0,WR,N,272065224,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.1,300,9/11/13,83,COEA,7,F,
0,WR,N,272065225,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.4,300,9/11/13,83,COEA,7,F,
0,WR,N,272065226,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.5,300,9/11/13,83,COEA,7,F,
0,WR,N,272065227,AUWA,6560,2,J,9,F,H,9,9,9,9,9,9,9,9,9,999,11,300,9/11/13,83,COEA,3,F,
0,WR,N,272065228,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11.4,300,9/11/13,83,COEA,3,F,
0,WR,N,272065229,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11.6,300,9/11/13,83,COEA,3,F,
0,WR,N,272065230,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,9/11/13,83,COEA,3,F,
0,WR,N,272065231,AUWA,6560,2,J,9,U,9,9,9,0,0,1,0,0,1,0,71,10.8,300,9/11/13,83,COEA,3,F,
0,WR,N,272065232,YWAR,6520,2,S,R,U,9,9,3,0,0,2,0,0,1,0,60,8.9,300,9/11/13,83,COEA,4,F,
0,WR,N,272065233,AUWA,6560,2,I,9,M,H,9,9,0,0,1,0,0,1,0,78,11.1,300,9/11/13,83,COEA,3,F,
0,WR,N,272065234,AUWA,6560,3,A,M,U,9,9,9,0,0,1,3,F,1,0,75,11.4,300,9/11/13,83,COEA,9,F,
0,WR,N,272065235,AUWA,6560,2,J,9,M,H,9,9,0,0,0,1,0,1,0,78,12.8,300,9/11/13,85,COEA,5,F,
0,WR,N,272065236,AUWA,6560,2,J,9,U,9,9,3,0,0,1,0,0,1,0,72,11.3,300,9/11/13,92,COEA,4,F,
0,WR,N,272065237,AUWA,6560,2,J,9,U,9,9,9,0,0,1,0,0,1,0,71,11.1,300,9/11/13,92,COEA,4,F,
0,WR,N,272065238,AUWA,6560,3,A,M,F,A,9,6,0,0,1,1,F,1,0,71,11.8,300,9/11/13,92,COEA,3,F,
0,WR,N,272065239,AUWA,6560,2,J,9,F,H,9,9,0,0,1,1,0,1,0,72,10.9,300,9/11/13,92,COEA,3,F,
0,WR,N,272065240,AUWA,6560,2,J,9,M,H,9,9,0,0,1,0,0,0,0,75,11.6,300,9/11/13,104,COEA,8,F,
0,WR,N,272065241,YWAR,6520,2,S,J,F,H,9,9,0,0,3,0,0,0,0,60,10.9,300,9/11/13,112,COEA,1,F,
0,WR,N,272065242,MOCH,7380,2,S,9,U,9,9,9,0,0,3,1,0,1,0,67,11.5,300,9/11/13,112,COEA,1,F,
0,WR,N,272065243,YRWA,6556,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,9/18/13,82,COEA,4,F,
0,WR,N,272065244,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.8,300,9/18/13,82,COEA,6,F,
0,WR,N,272065245,COYE,6810,2,S,J,M,H,9,9,0,0,4,0,0,3,1,55,10.7,300,9/18/13,82,COEA,7,F,
0,WR,N,272065246,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,12,300,9/18/13,82,COEA,6,F,
0,WR,N,272065247,AUWA,6560,2,J,9,F,H,9,9,9,9,9,9,9,9,9,999,10.8,300,9/18/13,82,COEA,6,F,
0,WR,N,272065248,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,13.3,300,9/18/13,82,COEA,7,F,
0,WR,N,272065249,MOCH,7380,2,I,S,U,9,9,9,9,9,9,9,9,9,9,999,13.1,300,9/18/13,82,COEA,7,F,
0,WR,N,272065250,COYE,6810,2,S,9,U,9,9,9,0,0,4,0,0,1,0,56,10.7,300,9/18/13,82,COEA,7,F,
0,WR,N,272065251,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/18/13,82,COEA,3,F,
0,WR,N,272065252,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/18/13,82,COEA,3,F,
0,WR,N,272065253,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/18/13,82,COEA,3,F,
0,WR,N,272065254,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.4,300,9/18/13,82,COEA,3,F,
0,WR,N,272065255,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,9/18/13,82,COEA,3,F,
0,WR,N,272065256,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11,300,9/18/13,85,COEA,4,F,
0,WR,N,272065257,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,12.2,300,9/18/13,85,COEA,4,T,
0,WR,N,272065258,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.7,300,9/18/13,85,COEA,4,F,
0,WR,N,272065259,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,12.9,300,9/18/13,90,COEA,6,F,
0,WR,N,272065260,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,73,11,300,9/18/13,90,COEA,6,F,
0,WR,N,272065261,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11.3,300,9/18/13,90,COEA,6,F,
0,WR,N,272065262,YRWA,6556,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/18/13,90,COEA,6,F,
0,WR,N,272065263,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,12.2,300,9/18/13,90,COEA,6,F,
0,WR,N,272065264,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/18/13,90,COEA,6,F,
0,WR,N,272065265,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/18/13,90,COEA,6,F,
0,WR,N,272065266,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11,300,9/18/13,90,COEA,6,F,
0,WR,N,272065267,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,14.1,300,9/18/13,94,COEA,1,F,
0,WR,N,272065268,DUFL,4690,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.7,300,9/18/13,94,COEA,10,F,
0,WR,N,272065269,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11.1,300,9/18/13,94,COEA,6,F,
0,WR,N,272065270,WEWP,4620,2,J,9,U,9,9,9,9,9,9,9,9,9,9,81,12.7,300,9/18/13,94,COEA,6,F,
0,WR,N,272065271,AUWA,6560,2,J,9,M,H,9,9,9,9,9,9,9,9,9,999,11,300,9/18/13,94,COEA,6,F,
0,WR,N,272065272,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/18/13,94,COEA,7,F,
0,WR,N,272065273,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,12.3,300,9/18/13,95,COEA,7,F,
0,WR,N,272065274,AUWA,6560,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.3,300,9/18/13,95,COEA,9,F,
0,WR,N,272065275,YRWA,6556,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/18/13,95,COEA,9,F,
0,WR,N,272065276,YRWA,6556,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,9/18/13,95,COEA,9,F,
0,WR,N,272065277,MOCH,7380,2,I,S,U,9,9,3,0,0,1,1,0,1,0,69,11.6,300,9/18/13,101,COEA,2,F,
0,WR,R,272065277,MOCH,7380,2,S,9,U,9,9,4,0,0,2,2,0,2,0,68,11.5,300,10/10/13,101,COEA,2,F,
0,WR,N,272065278,BARS,6130,2,I,J,U,9,9,9,0,0,3,0,0,0,0,108,14.6,300,9/18/13,104,COEA,8,F,
0,WR,N,272065279,MOCH,7380,2,I,J,F,H,9,9,0,0,3,1,0,0,0,69,13.3,300,9/18/13,104,COEA,5,F,
0,WR,N,272065280,COYE,6810,2,S,9,U,9,9,3,0,0,4,0,0,1,0,54,11,300,9/18/13,124,COEA,7,F,
0,WR,N,272065281,ORJU,5671,2,S,J,U,9,9,4,0,0,1,0,0,2,0,73,16.3,300,9/20/13,90,BLCA,7,F,
0,WR,N,272065282,YRWA,6556,2,J,9,U,9,9,9,0,0,1,0,0,1,0,71,11.6,300,9/20/13,90,BLCA,1,F,
0,WR,N,272065283,ORJU,5671,2,J,9,U,9,9,9,0,0,1,2,9,9,9,999,16.9,300,9/20/13,93,BLCA,8,F,
0,WR,N,272065284,ORJU,5671,2,J,9,M,H,9,9,0,0,1,0,0,1,0,999,15.9,300,9/20/13,93,BLCA,8,F,
0,WR,N,272065285,ORJU,5671,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,16.7,300,9/20/13,93,BLCA,8,F,
0,WR,N,272065286,AUWA,6560,2,J,9,F,H,9,9,9,9,9,9,9,9,9,999,11.3,300,9/20/13,93,BLCA,10,F,
0,WR,N,272065287,ORJU,5671,2,J,9,U,9,9,9,0,0,1,3,0,1,0,999,19.2,300,9/20/13,93,BLCA,10,F,
0,WR,N,272065288,AUWA,6560,2,J,9,U,9,9,9,0,0,1,0,0,1,0,72,10.6,300,9/20/13,101,BLCA,5,F,
0,WR,N,272065289,DUFL,4690,2,S,J,U,9,9,2,0,0,2,0,0,1,0,62,10.6,300,9/20/13,101,BLCA,5,F,
0,WR,N,272065290,AUWA,6560,2,J,9,M,H,9,9,0,0,0,0,0,1,0,77,11.4,300,9/20/13,101,BLCA,6,F,
