SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,DAY,MONTH,YEAR,TIME,LOC,SITE,Comment,NOTE
0A,WR,N,224029451,BRCR,7260,U,9,9,U,9,9,9,0,0,1,2,0,1,0,62,8.3,300,9/21/15,21,9,2015,110,BLCA,4,F,
0,WR,N,235021211,AUWA,6560,U,9,9,U,9,9,9,9,9,2,9,9,9,9,999,13.5,300,9/25/15,25,9,2015,90,COEA,7,F,
0,WR,N,235021212,AUWA,6560,U,9,9,U,9,9,9,9,9,0,9,9,9,9,999,11.3,300,9/25/15,25,9,2015,90,COEA,7,F,
0,WR,N,235021213,AUWA,6560,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,11.5,300,9/25/15,25,9,2015,90,COEA,7,F,
0,WR,N,235021214,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.8,300,9/25/15,25,9,2015,90,COEA,7,F,
0,WR,N,235021215,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13.3,300,9/25/15,25,9,2015,90,COEA,7,F,
0,WR,N,235021216,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.2,300,9/25/15,25,9,2015,90,COEA,7,F,
0,WR,N,235021217,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/25/15,25,9,2015,90,COEA,7,F,
0,WR,N,235021218,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,21.3,300,9/25/15,25,9,2015,90,COEA,9,F,
0,WR,N,235021219,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.9,300,9/25/15,25,9,2015,90,COEA,9,F,
0,WR,N,235021220,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.9,300,9/25/15,25,9,2015,90,COEA,9,F,
0,WR,N,235021221,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.6,300,9/25/15,25,9,2015,90,COEA,9,F,
0,WR,N,235021222,MOCH,7380,3,I,W,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/25/15,25,9,2015,90,COEA,10,F,
0,WR,N,235021223,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12,300,9/25/15,25,9,2015,90,COEA,10,F,
0,WR,N,235021224,MOCH,7380,2,I,J,U,9,9,9,9,9,9,9,9,9,9,999,11.5,300,9/25/15,25,9,2015,90,COEA,10,F,
0,WR,N,235021225,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13,300,9/25/15,25,9,2015,90,COEA,10,F,
0,WR,N,235021226,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/25/15,25,9,2015,90,COEA,10,F,
0,WR,N,235021227,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12,300,9/25/15,25,9,2015,90,COEA,10,F,
0,WR,N,235021228,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.6,300,9/25/15,25,9,2015,90,COEA,10,F,
0A,WR,N,224029452,OCWA,6460,U,9,9,U,9,9,9,9,9,5,9,9,9,9,999,10.7,300,9/25/15,25,9,2015,90,COEA,7,F,
0A,WR,N,224029453,OCWA,6460,U,9,9,U,9,9,9,9,9,1,9,9,9,9,999,8.8,300,9/25/15,25,9,2015,90,COEA,7,F,
1B,WR,N,164119099,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,24.8,300,9/25/15,25,9,2015,94,COEA,5,F,
1B,WR,N,164119100,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,24.7,300,9/25/15,25,9,2015,94,COEA,6,F,
1B,WR,N,130121501,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,25.9,300,9/25/15,25,9,2015,94,COEA,3,F,
1B,WR,N,130121503,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,23.9,300,9/25/15,25,9,2015,94,COEA,3,F,
1B,WR,N,130121504,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,22.8,300,9/25/15,25,9,2015,94,COEA,10,F,
0,WR,N,235021229,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.4,300,9/25/15,25,9,2015,94,COEA,2,F,
0,WR,N,235021230,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.4,300,9/25/15,25,9,2015,94,COEA,2,F,
0,WR,N,235021231,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.1,300,9/25/15,25,9,2015,94,COEA,2,F,
0,WR,N,235021232,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,94,COEA,5,F,
0,WR,N,235021233,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,13.7,300,9/25/15,25,9,2015,94,COEA,6,F,
0,WR,N,235021234,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.1,300,9/25/15,25,9,2015,94,COEA,3,F,
0,WR,N,235021235,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/25/15,25,9,2015,94,COEA,3,F,
0,WR,N,235021236,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.4,300,9/25/15,25,9,2015,94,COEA,4,F,
0,WR,N,235021237,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.8,300,9/25/15,25,9,2015,95,COEA,4,F,
0,WR,N,235021238,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,13.2,300,9/25/15,25,9,2015,95,COEA,4,F,
0,WR,N,235021239,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13.7,300,9/25/15,25,9,2015,95,COEA,4,F,
0,WR,N,235021240,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,10.9,300,9/25/15,25,9,2015,95,COEA,4,F,
0,WR,N,235021241,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.8,300,9/25/15,25,9,2015,95,COEA,4,F,
0,WR,N,235021242,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/25/15,25,9,2015,102,COEA,9,F,
0,WR,N,235021243,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.8,300,9/25/15,25,9,2015,102,COEA,9,F,
0,WR,N,235021244,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.1,300,9/25/15,25,9,2015,102,COEA,10,T,intergrade by call and plumage!
0,WR,N,235021245,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.4,300,9/25/15,25,9,2015,102,COEA,10,T,intergrade by call and plumage!
0,WR,N,235021246,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,102,COEA,10,T,Poss. intergrade
0,WR,N,235021247,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,10.9,300,9/25/15,25,9,2015,102,COEA,10,F,
0,WR,N,235021248,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.5,300,9/25/15,25,9,2015,102,COEA,10,F,
1C,WR,N,311175724,MGWA,6800,2,S,9,M,H,9,3,9,9,3,9,9,2,0,999,13.5,300,9/25/15,25,9,2015,102,COEA,9,F,
1,WR,N,252133742,SOSP,5810,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,22.5,615,9/25/15,25,9,2015,103,COEA,10,T,"magpie was attacking in the net!  Bloody mouth, but appears to be okay"
1,WR,N,252133743,SOSP,5810,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,21.6,300,9/25/15,25,9,2015,103,COEA,10,F,
0A,WR,N,224029454,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,9/25/15,25,9,2015,103,COEA,10,F,
0,WR,N,235021249,AUWA,6560,3,A,9,M,A,9,9,9,9,9,9,9,9,9,999,11.5,300,9/25/15,25,9,2015,110,COEA,10,F,
0,WR,N,235021250,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/25/15,25,9,2015,110,COEA,10,F,
0,WR,N,235021251,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.6,300,9/25/15,25,9,2015,110,COEA,10,F,
0,WR,N,235021252,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,110,COEA,10,F,
0,WR,N,235021253,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,110,COEA,10,F,
0,WR,N,235021254,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,110,COEA,10,F,
0,WR,N,235021255,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,110,COEA,10,F,
0,WR,N,235021256,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.7,300,9/25/15,25,9,2015,110,COEA,4,F,
0,WR,N,235021257,MOCH,7380,3,M,I,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,110,COEA,4,F,
0,WR,N,235021258,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,110,COEA,1,F,
1B,WR,N,130121505,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,111,COEA,9,F,
0A,WR,N,224029455,OCWA,6460,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,111,COEA,10,T,O.c.orestera
1C,WR,N,311175725,LISP,5830,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,111,COEA,6,F,
1C,WR,N,311175726,LISP,5830,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,111,COEA,9,F,
1B,WR,N,130121506,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
1B,WR,N,130121507,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
1B,WR,N,130121508,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
1B,WR,N,130121509,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,3,F,
1B,WR,N,130121510,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,5,F,
1B,WR,N,130121511,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021259,AUWA,6560,2,J,I,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021260,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021261,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021262,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021263,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021264,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021265,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021266,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021267,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021268,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021269,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,3,F,
0,WR,N,235021270,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,3,F,
0A,WR,N,224029456,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,120,COEA,2,F,
0,WR,N,235021271,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,3,F,
0,WR,N,235021272,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021273,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021274,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021275,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021276,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021277,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021278,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021279,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021280,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021281,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021282,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,5,F,
0,WR,N,235021283,MOCH,7380,M,A,I,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021284,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021285,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021286,AUWA,6560,U,9,9,M,H,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021287,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021288,AUWA,6560,U,9,9,M,H,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021289,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,T,prob. full MYWA
0,WR,N,235021290,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021291,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021292,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,T,prob. full MYWA
0,WR,N,235021293,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021294,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021295,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021296,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021297,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,2,F,
0,WR,N,235021298,AUWA,6560,3,A,M,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,10,F,
0,WR,N,235021299,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,10,F,
0,WR,N,235021300,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,121,COEA,10,F,
0,WR,N,258057501,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,124,COEA,2,F,
0,WR,N,258057502,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/25/15,25,9,2015,124,COEA,2,F,
0,WR,N,258057503,AUWA,6560,U,9,9,M,A,9,9,9,9,2,9,9,9,9,74,13,300,9/28/15,28,9,2015,81,POMA,9,F,
0,WR,N,258057504,AUWA,6560,U,9,9,M,A,9,9,9,9,1,9,9,9,9,73,11.8,300,9/28/15,28,9,2015,81,POMA,9,F,
0,WR,N,258057505,YRWA,6556,U,9,9,U,9,9,9,9,9,2,9,9,9,9,69,13,300,9/28/15,28,9,2015,81,POMA,2,F,
0,WR,N,258057506,YRWA,6556,U,9,9,M,A,9,9,9,9,1,9,9,9,9,73,11.1,300,9/28/15,28,9,2015,81,POMA,2,F,
0,WR,N,258057507,YWAR,6520,3,A,R,F,A,9,9,9,9,5,9,9,9,9,58,11.8,300,9/28/15,28,9,2015,81,POMA,4,F,
0,WR,N,258057508,YRWA,6556,U,9,9,F,A,9,9,9,9,0,9,9,9,9,71,11.5,300,9/28/15,28,9,2015,81,POMA,4,F,
0,WR,N,258057509,AUWA,6560,U,9,9,M,A,9,9,9,9,3,9,9,9,9,77,15,300,9/28/15,28,9,2015,81,POMA,3,F,
0,WR,N,258057510,AUWA,6560,U,9,9,M,A,9,9,9,9,3,9,9,9,9,73,14.5,300,9/28/15,28,9,2015,81,POMA,3,F,
0,WR,N,258057511,AUWA,6560,U,9,9,M,A,9,9,9,9,1,1,0,9,9,78,12.7,300,9/28/15,28,9,2015,81,POMA,3,F,
1B,WR,N,130121502,GWCS,5550,3,A,9,U,9,9,9,9,9,4,9,9,9,9,77,29,300,9/28/15,28,9,2015,83,POMA,1,T,"band loose in bag, found later"
1B,WR,N,130121512,GWCS,5550,2,J,9,U,9,9,9,9,9,1,9,9,9,9,72,22.9,300,9/28/15,28,9,2015,83,POMA,4,F,
0A,WR,N,224029457,OCWA,6460,U,9,9,U,9,9,9,9,9,4,9,9,9,9,58,9.5,300,9/28/15,28,9,2015,83,POMA,1,F,
0,WR,N,258057512,AUWA,6560,U,9,9,M,A,9,9,9,9,1,9,9,9,9,71,11.1,300,9/28/15,28,9,2015,90,POMA,3,F,
0,WR,N,258057513,AUWA,6560,U,9,9,U,9,9,9,9,9,0,9,9,9,9,73,11.9,300,9/28/15,28,9,2015,90,POMA,5,F,
0,WR,N,258057514,AUWA,6560,U,9,9,U,9,9,9,9,9,1,9,9,9,9,70,12.5,300,9/28/15,28,9,2015,90,POMA,4,F,
0,WR,N,258057515,AUWA,6560,U,9,9,U,9,9,9,9,9,3,9,9,9,9,69,11.1,300,9/28/15,28,9,2015,90,POMA,8,F,
0,WR,N,258057516,YRWA,6556,U,9,9,M,A,9,9,9,9,0,9,9,9,9,76,12.7,300,9/28/15,28,9,2015,90,POMA,8,F,
0A,WR,N,224029458,OCWA,6460,2,J,9,U,9,9,9,9,9,4,9,9,9,9,62,9.3,300,9/28/15,28,9,2015,90,POMA,1,T,O.c.orestera
0A,WR,N,224029459,OCWA,6460,2,J,9,U,9,9,9,9,9,4,9,9,9,9,59,9.4,300,9/28/15,28,9,2015,90,POMA,4,T,O.c.orestera
1B,WR,N,130121513,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,26.8,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057517,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.8,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057518,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.6,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057519,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.3,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057520,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.1,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057521,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.2,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057522,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.9,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057523,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12,300,9/28/15,28,9,2015,94,POMA,2,F,
0,WR,N,258057524,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.1,300,9/28/15,28,9,2015,94,POMA,3,F,
0,WR,N,258057525,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11,300,9/28/15,28,9,2015,94,POMA,5,F,
0,WR,N,258057526,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11,300,9/28/15,28,9,2015,94,POMA,5,F,
0,WR,N,258057527,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13.5,300,9/28/15,28,9,2015,94,POMA,5,F,
0A,WR,N,224029460,OCWA,6460,U,9,9,U,9,9,9,9,9,5,9,9,9,9,999,11.8,300,9/28/15,28,9,2015,94,POMA,2,F,
0A,WR,N,224029461,COYE,6810,2,J,R,F,H,9,9,9,9,2,9,9,9,9,999,9.2,300,9/28/15,28,9,2015,94,POMA,4,F,
0A,WR,N,224029462,OCWA,6460,U,9,9,U,9,9,9,9,9,5,9,9,9,9,999,13.5,300,9/28/15,28,9,2015,94,POMA,1,F,
0A,WR,N,224029463,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.8,300,9/28/15,28,9,2015,94,POMA,2,F,
0A,WR,N,224029464,OCWA,6460,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,8.9,300,9/28/15,28,9,2015,100,POMA,5,F,
0,WR,N,258057528,AUWA,6560,3,A,R,M,A,9,9,9,9,1,9,9,9,9,74,12.9,300,9/28/15,28,9,2015,101,POMA,9,F,
0A,WR,N,224029465,OCWA,6460,2,J,9,U,9,9,9,9,9,1,9,9,9,9,999,9,300,9/28/15,28,9,2015,102,POMA,6,T,O.c.orestera
1B,WR,N,130121514,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,24.6,300,9/28/15,28,9,2015,103,POMA,5,F,
1B,WR,N,130121515,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,24.9,300,9/28/15,28,9,2015,103,POMA,3,F,
0,WR,N,258057529,YWAR,6520,U,9,9,F,A,9,9,9,9,3,9,9,9,9,65,10.6,300,9/28/15,28,9,2015,103,POMA,6,F,
0,WR,N,258057530,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.3,300,9/28/15,28,9,2015,103,POMA,6,F,
0,WR,N,258057531,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.1,300,9/28/15,28,9,2015,103,POMA,6,F,
0,WR,N,258057532,YWAR,6520,2,J,R,F,A,9,9,9,9,1,9,9,9,9,63,10,300,9/28/15,28,9,2015,103,POMA,4,F,
0,WR,N,258057533,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.4,300,9/28/15,28,9,2015,103,POMA,4,T,intergrade by voice and plumage
0,WR,N,258057534,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,12.1,300,9/28/15,28,9,2015,103,POMA,5,F,
0,WR,N,258057535,AUWA,6560,3,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.1,300,9/28/15,28,9,2015,104,POMA,5,F,
0,WR,N,258057536,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.1,300,9/28/15,28,9,2015,104,POMA,5,F,
0,WR,N,258057537,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/28/15,28,9,2015,104,POMA,3,F,
0,WR,N,258057538,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.6,300,9/28/15,28,9,2015,104,POMA,3,F,
0,WR,N,258057539,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,12.4,300,9/28/15,28,9,2015,104,POMA,3,F,
0,WR,N,258057540,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,13.3,300,9/28/15,28,9,2015,104,POMA,3,F,
0,WR,N,258057541,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.5,300,9/28/15,28,9,2015,104,POMA,2,F,
0,WR,N,258057542,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11,300,9/28/15,28,9,2015,104,POMA,2,F,
0,WR,N,258057543,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11,300,9/28/15,28,9,2015,104,POMA,2,F,
0A,WR,N,224029466,OCWA,6460,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,9.3,300,9/28/15,28,9,2015,105,POMA,2,F,
0A,WR,N,224029467,OCWA,6460,2,J,9,U,9,9,9,9,9,5,9,9,9,9,999,13,300,9/28/15,28,9,2015,105,POMA,2,T,O.c.orestera
1B,WR,N,130121516,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,24.9,300,9/28/15,28,9,2015,112,POMA,2,F,
