SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,DAY,MONTH,YEAR,TIME,LOC,SITE,Comment,NOTE
0,WR,N,258057544,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11,300,9/28/15,28,9,2015,112,POMA,2,F,
0,WR,N,258057545,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/28/15,28,9,2015,112,POMA,2,F,
0,WR,N,258057546,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/28/15,28,9,2015,112,POMA,2,F,
0,WR,N,258057547,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,13.4,300,9/28/15,28,9,2015,112,POMA,2,F,
0,WR,N,258057548,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/28/15,28,9,2015,112,POMA,2,F,
0,WR,N,258057549,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/28/15,28,9,2015,112,POMA,5,F,
0,WR,N,258057550,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,9/28/15,28,9,2015,112,POMA,5,F,
0,WR,N,258057551,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11,300,9/28/15,28,9,2015,112,POMA,5,F,
0,WR,N,258057552,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.3,300,9/28/15,28,9,2015,112,POMA,5,F,
0,WR,N,258057553,AUWA,6560,5,A,R,M,A,9,9,9,9,9,9,9,9,9,999,12.9,300,9/28/15,28,9,2015,112,POMA,4,F,
0,WR,N,258057554,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,11.6,300,9/28/15,28,9,2015,112,POMA,4,F,
0,WR,N,258057555,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/28/15,28,9,2015,112,POMA,1,F,
0,WR,N,258057556,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.4,300,9/28/15,28,9,2015,112,POMA,3,F,
0,WR,N,258057557,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/28/15,28,9,2015,112,POMA,1,F,
0,WR,N,258057558,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12,300,9/28/15,28,9,2015,112,POMA,1,F,
0,WR,N,258057559,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,9.9,300,9/28/15,28,9,2015,112,POMA,6,F,
0,WR,N,258057560,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,11.9,300,9/28/15,28,9,2015,112,POMA,6,F,
0,WR,N,258057561,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.3,300,9/28/15,28,9,2015,112,POMA,6,F,
0,WR,N,258057562,AUWA,6560,U,9,9,U,9,9,9,9,9,4,9,9,9,9,74,15.2,300,9/28/15,28,9,2015,112,POMA,9,F,
0A,WR,N,224029468,OCWA,6460,U,9,9,U,9,9,9,9,9,5,9,9,9,9,999,11.3,300,9/28/15,28,9,2015,113,POMA,3,F,
0A,WR,N,224029469,OCWA,6460,U,9,9,U,9,9,9,9,9,4,9,9,9,9,999,10.9,300,9/28/15,28,9,2015,113,POMA,6,F,
0A,WR,N,224029470,OCWA,6460,U,9,9,M,A,9,9,9,9,4,9,9,9,9,999,9.5,300,9/28/15,28,9,2015,113,POMA,9,F,
3,WR,N,105301133,STJA,4780,U,9,9,U,9,9,9,0,0,1,1,0,3,0,140,118.7,300,9/28/15,28,9,2015,115,POMA,1,T,Banded left leg
0,WR,N,258057563,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.6,300,9/28/15,28,9,2015,120,POMA,1,F,
0,WR,N,258057564,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.1,300,9/28/15,28,9,2015,120,POMA,3,F,
0,WR,N,258057565,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.7,300,9/28/15,28,9,2015,120,POMA,3,F,
0,WR,N,258057566,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.6,300,9/28/15,28,9,2015,120,POMA,4,F,
0A,WR,N,224029471,OCWA,6460,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,9.3,300,9/28/15,28,9,2015,120,POMA,7,F,
1,WR,N,252133744,SOSP,5810,U,9,9,U,9,9,9,0,0,2,0,0,1,0,60,19.6,300,9/28/15,28,9,2015,122,POMA,1,F,
0,WR,N,258057567,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/28/15,28,9,2015,123,POMA,1,F,
0,WR,N,258057568,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13.4,300,9/28/15,28,9,2015,123,POMA,1,F,
0,WR,N,258057569,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.8,300,9/28/15,28,9,2015,123,POMA,1,F,
0,WR,N,258057570,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,13.1,300,9/28/15,28,9,2015,123,POMA,3,F,
0,WR,N,258057571,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.8,300,9/28/15,28,9,2015,123,POMA,3,F,
0,WR,N,258057572,AUWA,6560,U,9,9,U,9,9,9,0,0,0,1,0,1,0,71,11.7,300,9/28/15,28,9,2015,123,POMA,9,F,
0A,WR,N,224029472,OCWA,6460,U,9,9,M,A,9,9,9,9,5,9,9,9,9,999,13.9,300,9/28/15,28,9,2015,123,POMA,6,F,
0A,WR,N,224029473,COYE,6810,U,9,9,M,H,9,9,9,9,9,9,9,9,9,999,10.1,300,9/28/15,28,9,2015,123,POMA,6,F,
0A,WR,N,224029474,OCWA,6460,U,9,9,M,A,9,9,9,9,4,9,9,9,9,999,10.5,300,9/28/15,28,9,2015,123,POMA,6,F,
1B,WR,N,130121517,GWCS,5550,3,A,9,U,9,9,9,9,9,4,9,9,9,9,76,29.2,300,9/28/15,28,9,2015,124,POMA,9,F,
0,WR,N,258057573,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.5,300,9/28/15,28,9,2015,130,POMA,3,F,
0,WR,N,258057574,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,A,9,9,999,10.8,300,9/28/15,28,9,2015,130,POMA,4,F,
0,WR,N,258057575,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.3,300,9/28/15,28,9,2015,130,POMA,4,F,
0,WR,N,258057576,AUWA,6560,3,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.4,300,9/28/15,28,9,2015,130,POMA,4,F,
0,WR,N,258057577,MYWA,6550,2,9,9,M,A,9,9,9,9,9,9,9,9,9,69,11.9,300,9/28/15,28,9,2015,130,POMA,6,F,
0A,WR,N,224029475,OCWA,6460,U,9,9,U,9,9,9,9,9,4,9,9,9,9,999,11,300,9/28/15,28,9,2015,130,POMA,1,F,
0A,WR,N,224029476,OCWA,6460,U,9,9,U,9,9,9,9,9,5,9,9,9,9,999,13.2,300,9/28/15,28,9,2015,130,POMA,6,F,
0,WR,N,258057578,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.5,300,9/29/15,29,9,2015,90,COEA,4,F,
0,WR,N,258057579,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.3,300,9/29/15,29,9,2015,90,COEA,4,F,
0,WR,N,258057580,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.7,300,9/29/15,29,9,2015,90,COEA,4,F,
0,WR,N,258057581,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/29/15,29,9,2015,90,COEA,4,F,
0,WR,N,258057582,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13.7,300,9/29/15,29,9,2015,90,COEA,4,F,
0,WR,N,258057583,AUWA,6560,3,9,9,M,A,9,9,9,9,9,9,9,9,9,999,11.6,300,9/29/15,29,9,2015,90,COEA,3,F,
0,WR,N,258057584,AUWA,6560,3,9,9,M,A,9,9,9,9,9,9,9,9,9,999,10.5,300,9/29/15,29,9,2015,90,COEA,3,F,
0,WR,N,258057585,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/29/15,29,9,2015,90,COEA,3,F,
0,WR,N,258057586,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/29/15,29,9,2015,90,COEA,3,F,
0,WR,N,258057587,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,90,COEA,3,F,
0,WR,N,258057588,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.3,300,9/29/15,29,9,2015,90,COEA,3,F,
0,WR,N,258057589,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/29/15,29,9,2015,90,COEA,2,F,
0,WR,N,258057590,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.5,300,9/29/15,29,9,2015,90,COEA,2,F,
0,WR,N,258057591,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/29/15,29,9,2015,90,COEA,2,F,
0,WR,N,258057592,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.6,300,9/29/15,29,9,2015,90,COEA,2,F,
0,WR,N,258057593,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.1,300,9/29/15,29,9,2015,90,COEA,2,F,
0,WR,N,258057594,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/29/15,29,9,2015,90,COEA,2,F,
0,WR,N,258057595,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.1,300,9/29/15,29,9,2015,90,COEA,2,F,
0,WR,N,258057596,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13.9,300,9/29/15,29,9,2015,90,COEA,2,F,
1C,WR,N,311175727,LISP,5830,U,9,9,U,9,9,9,9,9,2,9,9,9,9,999,16.7,300,9/29/15,29,9,2015,91,COEA,3,F,
0,WR,N,258057597,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.8,300,9/29/15,29,9,2015,93,COEA,7,F,
0,WR,N,258057598,MYWA,6550,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.2,300,9/29/15,29,9,2015,93,COEA,7,F,
0,WR,N,258057599,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.2,300,9/29/15,29,9,2015,93,COEA,7,F,
0,WR,N,258057600,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,13,300,9/29/15,29,9,2015,93,COEA,7,F,
1C,WR,N,311175728,LISP,5830,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,16.6,300,9/29/15,29,9,2015,94,COEA,7,F,
0A,WR,N,224029477,OCWA,6460,U,9,9,U,9,9,9,9,9,2,9,9,9,9,999,8.2,300,9/29/15,29,9,2015,95,COEA,7,F,
1B,WR,N,130121518,GWCS,5550,2,J,9,U,9,9,9,9,9,3,9,9,9,9,71,24.9,300,9/29/15,29,9,2015,100,COEA,9,F,
1B,WR,N,130121519,GWCS,5550,3,A,9,U,9,9,9,9,9,9,9,9,9,9,999,23.9,300,9/29/15,29,9,2015,100,COEA,7,F,
1B,WR,N,130121520,GWCS,5550,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070901,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.8,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070902,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.6,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070903,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.9,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070904,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,15,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070905,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.1,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070906,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.4,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070907,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.1,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070908,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.5,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070909,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10,300,9/29/15,29,9,2015,100,COEA,9,F,
0,WR,N,159070910,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,15.4,300,9/29/15,29,9,2015,100,COEA,7,F,
0,WR,N,159070911,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070912,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.3,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070913,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,12.5,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070914,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070915,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,10.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070916,AUWA,6560,U,9,9,M,9,9,9,9,9,9,9,9,9,9,999,12.1,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070917,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,11.6,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070918,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070919,MYWA,6550,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070920,MYWA,6550,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070921,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070922,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,4,F,
0,WR,N,159070923,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,2,F,
0,WR,N,159070924,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,2,F,
0,WR,N,159070925,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,2,F,
0,WR,N,159070926,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,2,F,
0,WR,N,159070927,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,2,F,
0,WR,N,159070928,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,2,F,
0,WR,N,159070929,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,2,F,
0,WR,N,159070930,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,3,F,
0,WR,N,159070931,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,3,F,
0,WR,N,159070932,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,3,F,
0,WR,N,159070933,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,3,F,
0,WR,N,159070934,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,100,COEA,3,F,
1C,WR,N,311175729,LISP,5830,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,17,300,9/29/15,29,9,2015,100,COEA,8,F,
0A,WR,N,224029478,COYE,6810,2,J,R,M,H,9,9,9,9,9,9,9,9,9,999,10.5,300,9/29/15,29,9,2015,105,COEA,4,F,
0,WR,N,159070935,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,111,COEA,3,F,
0,WR,N,159070936,AUWA,6560,3,A,R,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,111,COEA,3,F,
0,WR,N,159070937,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,111,COEA,3,F,
0,WR,N,159070938,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,111,COEA,3,F,
0,WR,N,159070939,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,111,COEA,3,F,
0,WR,N,159070940,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,111,COEA,3,F,
0,WR,N,159070941,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070942,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070943,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070944,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070945,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070946,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070947,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070948,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070949,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070950,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070951,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070952,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070953,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070954,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070955,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070956,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070957,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070958,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070959,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070960,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070961,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,114,COEA,10,F,
0,WR,N,159070962,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,115,COEA,6,F,
0,WR,N,159070963,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,115,COEA,9,F,
0,WR,N,159070964,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,115,COEA,9,F,
0,WR,N,159070965,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,115,COEA,9,F,
0,WR,N,159070966,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,115,COEA,9,F,
0,WR,N,159070967,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,115,COEA,9,F,
0,WR,N,159070968,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,115,COEA,9,F,
0,WR,N,159070969,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070970,YRWA,6556,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070971,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070972,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070973,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070974,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070975,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070976,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,9,F,
0,WR,N,159070977,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,7,F,
0,WR,N,159070978,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,7,F,
0,WR,N,159070979,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,7,F,
0,WR,N,159070980,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,7,F,
0,WR,N,159070981,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,7,F,
0,WR,N,159070982,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,120,COEA,7,F,
0A,WR,N,224029479,OCWA,6460,U,9,9,U,9,9,9,9,9,3,9,9,9,9,999,9,300,9/29/15,29,9,2015,120,COEA,7,F,
1B,WR,N,130121521,GCSP,5570,2,J,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070983,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,6,F,
0,WR,N,159070984,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070985,YRWA,6556,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070986,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070987,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070988,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070989,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070990,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070991,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,4,F,
0,WR,N,159070992,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,3,F,
0,WR,N,159070993,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,3,F,
0,WR,N,159070994,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,3,F,
0,WR,N,159070995,AUWA,6560,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,3,F,
0,WR,N,159070996,AUWA,6560,U,9,9,M,A,9,9,9,9,9,9,9,9,9,999,999.9,300,9/29/15,29,9,2015,123,COEA,3,F,
