SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,TIME,LOC,SITE,NOTE?,NEWCB,COLORS,NOTE,
0,WR,N,244030114,AUWA,6560,2,S,9,U,9,9,3,0,0,2,2,0,1,0,75,11.8,300,9/22/10,102,COEA,1,F,,,,
0,WR,N,244030115,MOCH,7210,3,S,I,U,9,9,6,0,0,2,1,0,1,0,65,10.8,300,9/22/10,102,COEA,9,F,,,,
0,WR,N,244030116,DUFL,4690,3,S,A,U,9,9,6,0,0,3,0,0,1,0,67,11.3,300,9/26/10,80,COEA,3,T,,,tl=60 mm; wg-tl=7 mm,
0,WR,N,244030117,AUWA,6560,2,S,H,M,H,9,3,0,0,2,1,0,1,0,74,12.8,300,9/26/10,80,COEA,9,F,,,,
0,WR,N,244030118,AUWA,6560,2,S,H,F,H,9,4,0,0,1,0,0,0,0,71,11.1,300,9/26/10,90,COEA,1,F,,,,
0,WR,N,244030119,AUWA,6560,2,S,H,F,H,9,2,0,0,2,0,0,0,0,72,11.4,300,9/26/10,90,COEA,1,F,,,,
0,WR,N,244030120,AUWA,6560,2,S,H,M,H,9,3,0,0,3,0,0,1,0,75,12.3,300,9/26/10,90,COEA,1,F,,,,
0,WR,N,244030121,MOCH,7210,2,S,I,U,9,9,2,0,0,2,1,0,1,0,67,11.3,300,9/26/10,92,COEA,1,F,,,,
0,WR,N,244030122,MOCH,7210,3,S,M,U,9,9,6,0,0,2,1,F,1,0,67,10.5,300,9/26/10,93,COEA,1,F,,,,
0,WR,N,244030123,YWAR,6520,3,S,A,F,A,9,6,0,0,4,0,0,1,0,65,10.9,300,9/26/10,94,COEA,9,F,,,,
0,WR,N,244030124,MOCH,7210,2,I,S,U,9,9,3,0,0,3,0,0,1,0,65,10.1,300,9/26/10,121,COEA,2,F,,,,
1,WR,R,183161017,SOSP,5810,2,S,J,U,9,9,2,0,0,2,0,0,1,0,64,20.0,300,8/17/10,100,COEA,8,F,,,,
0,WR,R,244030031,MOCH,7210,U,9,9,U,9,9,9,0,0,3,3,0,1,0,68,12.8,300,8/17/10,104,COEA,1,F,,,,
0,WR,R,244030031,MOCH,7210,U,9,9,U,9,9,9,0,0,2,3,F,0,0,68,12.7,300,8/25/10,100,COEA,3,F,,,,
1B,WR,R,186142476,MOCH,7210,3,M,9,U,9,9,9,0,0,3,3,F,1,0,67,11.2,300,8/25/10,103,COEA,2,F,,,,
0,WR,R,244030023,MOCH,7210,3,M,9,U,9,9,9,0,0,2,2,F,1,0,71,12.5,300,9/10/10,81,COEA,1,F,,,,
1B,WR,R,186142476,MOCH,7210,3,M,9,U,9,9,9,0,0,2,2,F,1,0,66,10.7,300,9/10/10,92,COEA,5,F,,,,
1B,HP,R,186142473,DOWO,3940,2,P,J,U,9,9,9,0,0,0,2,F,2,0,96,27.0,300,9/10/10,114,COEA,6,F,,,,
1A,WR,R,180123539,WISA,4040,2,P,H,F,H,9,9,0,0,2,1,F,1,1,133,53.7,300,9/15/10,72,COEA,1,F,,,,
0,WR,R,244030039,MOCH,7210,3,A,F,U,9,9,9,0,0,2,2,F,1,0,65,10.9,300,9/15/10,85,COEA,9,F,,,,
0,WR,R,244030046,MOCH,7210,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.6,300,9/15/10,115,COEA,2,F,,,,
0,WR,R,244030070,MOCH,7210,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.8,300,9/15/10,115,COEA,2,F,,,,
0,WR,R,244030023,MOCH,7210,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.6,300,9/15/10,115,COEA,2,F,,,,
0,WR,R,244030044,MOCH,7210,U,9,9,U,9,9,9,9,9,9,9,9,9,9,999,12.7,300,9/15/10,115,COEA,2,F,,,,
0,WR,R,244030023,MOCH,7210,3,S,9,U,9,9,6,0,0,2,1,0,1,0,71,12.2,300,9/22/10,80,COEA,2,F,,,,
0,WR,R,244030031,MOCH,7210,U,9,9,U,9,9,9,0,0,2,2,0,1,0,68,11.7,300,9/22/10,85,COEA,2,F,,,,
1,WR,R,183161025,SOSP,5810,3,S,9,U,9,9,6,0,0,1,0,0,1,0,63,19.8,300,9/22/10,91,COEA,4,F,,,,
0,WR,R,244030067,AUWA,6560,3,S,M,U,9,9,6,0,0,3,0,0,1,0,75,12.9,300,9/22/10,115,COEA,1,F,,,,
0,WR,R,244030111,DUFL,4690,3,S,9,U,9,9,6,0,0,3,0,0,1,0,64,11.2,300,9/26/10,81,COEA,9,F,,,,
1,WR,R,183161020,SOSP,5810,2,S,9,U,9,9,3,0,0,1,3,A,2,0,64,21.9,300,9/26/10,91,COEA,10,F,,,,
1,WR,R,183161021,SOSP,5810,3,A,M,U,9,9,9,0,0,2,3,A,1,0,64,999.9,300,9/26/10,95,COEA,3,F,,,,
0,WR,R,244030031,MOCH,7210,U,9,9,U,9,9,9,0,0,2,2,0,1,0,68,12.2,300,9/26/10,120,COEA,9,F,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
