SIZE,INITIALS,CODE,BANDNUM,SPEC,AOU,AGE,HA1,HA2,SEX,HS1,HS2,SKL,BRP,CLP,FAT,MLT,FFM,WWR,FDL,WING,WGHT,STAT,DATE,TIME,LOC,SITE,NOTE?,NEWCB,COLORS,NOTE,
0A,WR,N,230027439,OCWA,6460,2,S,J,U,9,9,3,0,0,1,1,0,0,0,59,9.4,300,8/10/10,101,COEA,9,F,,,,
0A,WR,N,230027440,BRSP,5620,3,S,A,U,9,9,6,0,0,1,2,0,1,0,62,10.5,300,8/17/10,95,COEA,1,F,,,,
0A,WR,N,230027441,OCWA,6460,2,S,9,M,H,9,4,0,0,1,1,0,1,0,59,8.1,300,8/17/10,100,COEA,8,F,,,,
0A,WR,N,230027442,OCWA,6460,2,S,H,U,9,9,2,0,0,2,0,0,1,0,56,7.9,300,8/17/10,100,COEA,3,F,,,,
0A,WR,N,230027443,OCWA,6460,2,J,9,U,9,9,9,0,0,3,2,F,1,0,55,8.9,300,8/17/10,120,COEA,7,F,,,,
0A,WR,N,230027444,OCWA,6460,2,S,9,M,H,9,4,0,0,1,0,0,1,0,59,8.4,300,8/25/10,100,COEA,5,F,,,,
0A,WR,N,230027445,OCWA,6460,2,S,H,U,9,9,2,0,0,0,0,F,1,0,58,9.2,300,8/25/10,104,COEA,8,F,,,,
0A,WR,N,230027446,OCWA,6460,U,9,9,U,9,9,6,0,0,3,1,0,1,0,62,9.5,300,8/25/10,114,COEA,7,F,,,,
0A,WR,N,230027447,OCWA,6460,2,S,9,M,H,9,3,0,0,2,0,0,1,0,58,8.8,300,8/25/10,114,COEA,10,F,,,,
0A,WR,N,230027448,OCWA,6460,2,S,H,U,9,9,3,0,0,4,0,0,0,0,60,9.0,300,9/1/10,72,COEA,7,F,,,,
0A,WR,N,230027449,OCWA,6460,2,S,H,U,9,9,3,0,0,4,1,0,0,0,56,10.4,300,9/1/10,75,COEA,3,F,,,,
0A,WR,N,230027450,OCWA,6460,2,S,H,U,9,9,4,0,0,4,0,0,1,0,60,10.2,300,9/1/10,75,COEA,4,F,,,,
0A,WR,N,230027451,OCWA,6460,2,S,9,U,9,9,4,0,0,3,0,0,1,0,61,9.6,300,9/1/10,81,COEA,3,F,,,,
0A,WR,N,230027452,OCWA,6460,2,S,9,U,9,9,5,0,0,3,0,0,1,0,54,8.9,300,9/1/10,83,COEA,8,F,,,,
0A,WR,N,230027453,OCWA,6460,2,S,J,M,H,9,3,0,0,1,1,0,1,0,60,8.7,300,9/1/10,111,COEA,3,F,,,,
0A,WR,N,230027454,OCWA,6460,2,S,J,U,9,9,3,0,0,2,0,0,0,0,60,9.2,300,9/1/10,121,COEA,10,F,,,,
0A,WR,N,230027455,OCWA,6460,2,S,H,U,9,9,5,0,0,4,0,0,1,0,59,10.0,300,9/10/10,80,COEA,9,F,,,,
0A,WR,N,230027456,OCWA,6460,2,S,H,U,9,9,5,0,0,4,0,0,1,0,58,9.3,300,9/10/10,85,COEA,9,F,,,,
0A,WR,N,230027457,OCWA,6460,2,S,H,F,H,9,4,0,0,3,0,0,1,0,58,8.6,300,9/10/10,100,COEA,7,F,,,,
0A,WR,N,230027458,OCWA,6460,2,H,9,U,9,9,9,0,0,3,0,0,1,0,58,8.8,300,9/15/10,82,COEA,4,F,,,,
0A,WR,N,230027459,OCWA,6460,2,H,S,U,9,9,4,0,0,2,0,0,1,0,57,7.8,300,9/15/10,82,COEA,4,F,,,,
0A,WR,N,230027460,OCWA,6460,2,H,9,U,9,9,6,0,0,4,0,0,1,0,55,10.2,300,9/15/10,83,COEA,4,F,,,,
0A,WR,N,230027461,YWAR,6520,2,S,H,M,H,9,4,0,0,4,1,0,1,0,62,10.1,300,9/15/10,90,COEA,7,F,,,,
0A,WR,N,230027462,OCWA,6460,2,S,H,M,H,9,4,0,0,4,0,0,1,0,56,9.9,300,9/15/10,110,COEA,8,F,,,,
0A,WR,N,230027463,OCWA,6460,2,S,H,U,9,9,5,1,0,3,0,0,1,0,58,999.9,300,9/15/10,110,COEA,5,F,,,,
0A,WR,N,230027464,OCWA,6460,2,S,H,U,9,9,3,0,0,3,0,0,1,0,58,8.5,300,9/22/10,84,COEA,9,F,,,,
0A,WR,N,230027465,OCWA,6460,2,S,H,M,H,9,4,0,0,4,0,0,0,0,62,12.1,300,9/22/10,102,COEA,10,F,,,,
0A,WR,N,230027466,OCWA,6460,2,S,H,U,9,9,3,0,0,1,0,0,1,0,62,10.3,300,9/22/10,102,COEA,2,F,,,,
0A,WR,N,230027467,OCWA,6460,2,S,H,U,9,9,4,0,0,3,0,0,1,0,55,8.7,300,9/26/10,75,COEA,7,F,,,,
0A,WR,N,230027468,OCWA,6460,2,S,H,U,9,9,4,0,0,3,0,0,0,0,59,8.6,300,9/26/10,80,COEA,3,F,,,,
0A,WR,N,230027469,OCWA,6460,U,9,9,U,9,9,6,0,0,3,0,0,1,0,61,9.2,300,9/26/10,91,COEA,3,F,,,,
0A,WR,N,230027470,OCWA,6460,2,H,9,U,9,9,6,0,0,4,0,0,1,0,60,10.5,300,9/26/10,91,COEA,5,F,,,,
0A,WR,N,230027471,OCWA,6460,2,S,H,U,9,9,5,0,0,3,0,0,1,0,57,8.7,300,9/26/10,111,COEA,10,F,,,,
0A,WR,N,230027472,OCWA,6460,2,S,H,U,9,9,4,0,0,3,0,0,1,0,58,9.2,300,9/26/10,120,COEA,4,T,,,Nice gray head. O.c.orestera,
0,WR,N,244030021,YWAR,6520,3,S,B,F,A,B,6,3,0,0,0,0,3,1,57,8.4,300,8/10/10,74,COEA,7,F,,,,
0,WR,N,244030022,WIFL,4660,3,S,C,M,C,9,6,0,1,3,0,0,1,0,68,12.8,300,8/10/10,82,COEA,6,F,,,,
0,WR,N,244030023,MOCH,7210,3,M,9,U,9,9,9,0,0,2,3,F,2,0,69,12.8,300,8/10/10,82,COEA,6,F,,,,
0,JB,N,244030024,MOCH,7210,2,I,S,U,9,9,1,0,0,0,1,0,2,0,65,11.2,300,8/10/10,82,COEA,6,F,,,,
0,WR,N,244030025,MOCH,7210,2,I,S,U,9,9,2,0,0,3,0,0,1,0,67,11.0,300,8/10/10,84,COEA,7,F,,,,
0,JB,N,244030026,AUWA,6560,3,S,M,M,A,9,6,0,0,0,0,F,3,2,80,11.9,300,8/10/10,84,COEA,4,F,,,,
0,WR,N,244030027,MOCH,7210,2,S,I,U,9,9,2,0,0,2,2,0,1,1,65,10.4,300,8/10/10,84,COEA,9,F,,,,
0,WR,N,244030028,AUWA,6560,2,S,J,U,9,9,3,0,0,1,1,0,0,0,71,11.6,300,8/10/10,94,COEA,3,F,,,,
0,JB,N,244030029,AUWA,6560,3,S,B,F,B,9,6,3,0,0,0,F,3,2,75,999.9,300,8/10/10,100,COEA,1,F,,,,
0,WR,N,244030030,YWAR,6520,2,S,9,F,H,9,2,0,0,1,1,F,0,0,59,8.7,300,8/10/10,104,COEA,3,F,,,,
0,JB,N,244030031,MOCH,7210,2,S,9,U,9,9,1,0,0,0,1,0,1,0,69,12.5,300,8/10/10,111,COEA,6,F,,,,
0,WR,N,244030032,YWAR,6520,3,S,M,F,A,9,6,0,0,1,1,F,0,0,60,8.6,300,8/17/10,71,COEA,3,F,,,,
0,WR,N,244030033,AUWA,6560,2,J,9,F,H,9,9,0,0,1,3,0,1,0,75,12.0,300,8/17/10,80,COEA,6,F,,,,
0,WR,N,244030034,YWAR,6520,3,S,C,M,A,C,6,0,1,4,0,0,1,0,61,10.1,300,8/17/10,80,COEA,9,F,,,,
0,WR,N,244030035,AUWA,6560,2,J,9,M,H,9,9,0,0,1,3,0,1,0,77,12.4,300,8/17/10,80,COEA,7,F,,,,
0,WR,N,244030036,MOCH,7210,3,S,B,F,B,9,6,4,0,2,0,0,1,0,70,11.8,300,8/17/10,90,COEA,9,F,,,,
0,WR,N,244030037,YWAR,6520,3,S,M,F,A,9,6,0,0,2,2,F,1,0,61,9.0,300,8/17/10,90,COEA,7,F,,,,
0,WR,N,244030038,MOCH,7210,U,9,9,U,9,9,9,0,0,3,3,F,2,0,68,11.9,300,8/17/10,90,COEA,7,F,,,,
0,WR,N,244030039,MOCH,7210,3,M,9,U,9,9,9,0,0,2,2,F,1,0,66,11.6,300,8/17/10,92,COEA,7,F,,,,
0,WR,N,244030040,AUWA,6560,2,S,J,U,9,9,1,0,0,1,3,0,0,0,78,13.1,300,8/17/10,100,COEA,1,F,,,,
0,WR,N,244030041,AUWA,6560,2,S,J,M,H,9,2,0,0,1,3,0,1,0,79,14.0,300,8/17/10,100,COEA,8,F,,,,
0,WR,N,244030042,GRFL,4691,3,S,9,U,9,9,6,0,0,1,1,0,1,0,71,12.8,300,8/17/10,102,COEA,7,F,,,,
0,WR,N,244030043,YWAR,6520,5,A,R,M,A,9,6,0,0,1,2,F,0,0,61,9.4,300,8/17/10,104,COEA,8,F,,,,
0,WR,N,244030044,MOCH,7210,3,I,9,U,9,9,9,0,0,2,2,F,1,0,69,12.6,300,8/17/10,104,COEA,3,F,,,,
0,WR,N,244030045,YWAR,6520,2,S,9,U,9,9,2,0,0,2,1,0,1,0,60,10.2,300,8/17/10,113,COEA,7,F,,,,
0,WR,N,244030046,MOCH,7210,3,M,C,M,C,9,9,0,1,2,2,F,1,0,70,12.9,300,8/17/10,120,COEA,2,F,,,,
0,WR,N,244030047,WIFL,4660,2,S,J,U,9,9,4,0,0,2,0,0,0,0,65,12.2,300,8/25/10,80,COEA,9,F,,,,
0,WR,N,244030048,AUWA,6560,3,S,B,F,A,B,6,4,0,2,3,F,2,1,71,12.3,300,8/25/10,91,COEA,9,F,,,,
0,WR,N,244030049,AUWA,6560,3,S,M,F,A,9,6,0,0,1,3,F,3,1,75,12.8,300,8/25/10,93,COEA,10,F,,,,
0,WR,N,244030050,YWAR,6520,2,S,H,M,H,9,1,0,0,1,0,0,1,0,60,9.5,300,8/25/10,113,COEA,7,F,,,,
0,WR,N,244030051,WIFL,4660,2,S,J,U,9,9,3,0,0,1,0,0,1,0,66,13.0,300,9/1/10,75,COEA,9,F,,,,
0,WR,N,244030052,AUWA,6560,3,S,R,M,A,9,6,0,0,0,2,F,1,0,79,12.1,300,9/1/10,81,COEA,7,F,,,,
0,WR,N,244030053,AUWA,6560,3,A,M,M,A,9,9,0,0,1,2,F,1,0,78,13.4,300,9/1/10,104,COEA,9,F,,,,
0,WR,N,244030054,YWAR,6520,2,S,9,M,H,9,4,0,0,1,0,0,1,0,64,9.5,300,9/1/10,104,COEA,8,F,,,,
0,WR,N,244030055,WEWP,4620,2,S,J,U,9,9,3,0,0,1,0,0,0,0,86,13.3,300,9/1/10,113,COEA,2,F,,,,
0,WR,N,244030056,AUWA,6560,3,A,M,U,9,9,9,0,0,2,3,F,3,1,70,12.2,300,9/10/10,73,COEA,9,F,,,,
0,WR,N,244030057,AUWA,6560,2,H,S,M,H,9,3,0,0,1,3,0,1,0,79,12.5,300,9/10/10,75,COEA,7,F,,,,
0,WR,N,244030058,AUWA,6560,2,S,H,F,H,9,2,0,0,1,3,0,0,0,72,11.5,300,9/10/10,75,COEA,1,F,,,,
0,WR,N,244030059,AUWA,6560,2,S,H,F,H,9,2,0,0,2,2,0,1,0,69,11.9,300,9/10/10,75,COEA,7,F,,,,
0,WR,N,244030060,AUWA,6560,2,S,H,M,H,9,2,0,0,2,2,0,1,0,75,12.8,300,9/10/10,80,COEA,7,F,,,,
0,WR,N,244030061,AUWA,6560,2,S,H,M,H,9,2,0,0,2,2,0,1,0,77,13.0,300,9/10/10,80,COEA,9,F,,,,
0,WR,N,244030062,AUWA,6560,2,S,H,F,H,9,3,0,0,1,2,0,1,0,73,11.6,300,9/10/10,84,COEA,7,F,,,,
0,WR,N,244030063,AUWA,6560,2,S,H,F,H,9,3,0,0,1,2,0,1,0,72,11.3,300,9/10/10,84,COEA,9,F,,,,
0,WR,N,244030064,WIFL,4660,2,S,J,U,9,9,4,0,0,1,1,0,1,0,63,10.1,300,9/10/10,84,COEA,9,F,,,,
0,WR,N,244030065,AUWA,6560,2,S,J,U,9,9,1,0,0,2,3,0,1,0,79,12.4,300,9/10/10,84,COEA,9,F,,,,
0,WR,N,244030066,YRWA,6556,2,S,9,U,9,9,3,0,0,1,2,0,1,0,76,12.2,300,9/10/10,85,COEA,9,F,,,,
0,WR,N,244030067,AUWA,6560,3,A,M,F,A,9,9,0,0,3,3,F,1,0,73,12.8,300,9/10/10,92,COEA,10,F,,,,
0,WR,N,244030068,YWAR,6520,3,A,M,M,A,9,9,0,0,2,3,F,1,0,61,999.9,300,9/10/10,92,COEA,10,F,,,,
0,WR,N,244030069,AUWA,6560,2,S,H,U,9,9,2,0,0,2,2,0,1,0,75,12.2,300,9/10/10,93,COEA,6,F,,,,
0,WR,N,244030070,MOCH,7210,2,S,H,U,9,9,2,0,0,2,2,A,1,0,70,12.9,300,9/10/10,100,COEA,7,F,,,,
0,WR,N,244030071,MOCH,7210,3,A,I,U,9,9,9,0,0,3,3,0,1,0,66,11.8,300,9/10/10,100,COEA,7,F,,,,
0,WR,N,244030072,MOCH,7210,2,I,H,U,9,9,9,0,0,3,2,0,0,0,69,11.2,300,9/10/10,114,COEA,2,F,,,,
0,WR,N,244030073,MOCH,7210,2,I,H,U,9,9,9,0,0,3,2,0,1,0,68,12.3,300,9/10/10,114,COEA,9,F,,,,
0,WR,N,244030074,AUWA,6560,2,H,9,M,H,9,9,0,0,2,2,0,0,0,77,13.7,300,9/15/10,72,COEA,1,F,,,,
0,WR,N,244030075,AUWA,6560,2,S,H,M,H,9,3,0,0,1,2,0,1,0,79,12.9,300,9/15/10,74,COEA,9,F,,,,
0,WR,N,244030076,AUWA,6560,3,S,M,F,A,9,6,0,0,2,2,F,2,1,67,13.1,300,9/15/10,74,COEA,9,F,,,,
0,WR,N,244030077,AUWA,6560,2,S,H,U,9,9,3,0,0,1,1,0,1,0,72,12.1,300,9/15/10,74,COEA,9,F,,,,
0,WR,N,244030078,WIFL,4660,2,H,9,U,9,9,9,0,0,2,0,0,1,0,64,11.2,300,9/15/10,82,COEA,4,F,,,,
0,WR,N,244030079,WIFL,4660,2,S,H,U,9,9,3,0,0,2,0,0,1,0,61,10.6,300,9/15/10,82,COEA,3,F,,,,
0,WR,N,244030080,AUWA,6560,3,S,M,U,9,9,6,0,0,2,2,F,1,0,73,11.3,300,9/15/10,82,COEA,3,F,,,,
0,WR,N,244030081,YRWA,6556,2,S,M,F,H,9,3,0,0,3,2,0,1,0,75,12.0,300,9/15/10,84,COEA,7,F,,,,
0,WR,N,244030082,YRWA,6556,2,S,9,F,H,9,3,0,0,1,1,0,1,0,74,10.7,300,9/15/10,84,COEA,7,F,,,,
0,WR,N,244030083,AUWA,6560,2,H,S,U,9,9,4,0,0,0,0,0,1,0,72,10.9,300,9/15/10,84,COEA,9,F,,,,
0,WR,N,244030084,AUWA,6560,2,H,9,M,H,W,9,0,0,1,0,0,1,0,80,12.6,300,9/15/10,85,COEA,9,F,,,,
0,WR,N,244030085,AUWA,6560,3,A,M,M,A,9,6,0,0,0,1,0,1,0,78,12.1,300,9/15/10,85,COEA,9,F,,,,
0,WR,N,244030086,WIFL,4660,2,S,H,U,9,9,4,0,0,2,1,0,1,0,67,11.6,300,9/15/10,90,COEA,10,F,,,,
0,WR,N,244030087,AUWA,6560,3,A,9,M,A,W,6,0,0,1,0,0,1,0,80,13.1,300,9/15/10,90,COEA,10,F,,,,
0,WR,N,244030088,AUWA,6560,2,S,H,U,9,9,3,0,0,2,0,0,1,0,74,12.7,300,9/15/10,90,COEA,9,F,,,,
0,WR,N,244030089,YRWA,6556,2,S,9,F,A,9,2,0,0,1,1,0,1,0,71,11.3,300,9/15/10,90,COEA,9,F,,,,
0,WR,N,244030090,AUWA,6560,2,S,9,F,H,9,3,0,0,1,1,0,1,0,74,11.2,300,9/15/10,90,COEA,9,F,,,,
0,WR,N,244030091,YWAR,6520,2,S,H,M,H,9,3,0,0,4,0,0,1,0,59,11.0,300,9/15/10,92,COEA,8,F,,,,
0,WR,N,244030092,MOCH,7210,U,9,9,U,9,9,9,0,0,2,1,A,1,0,70,12.3,300,9/15/10,102,COEA,5,F,,,,
0,WR,N,244030093,MOCH,7210,3,S,A,U,9,9,6,0,0,2,1,0,1,0,70,11.0,300,9/15/10,110,COEA,2,F,,,,
0,WR,N,244030094,WIFL,4660,2,S,H,U,9,9,4,0,0,1,1,0,0,0,65,11.5,300,9/15/10,110,COEA,9,F,,,,
0,WR,N,244030095,MOCH,7210,3,S,M,U,9,9,6,0,0,2,1,F,1,0,66,11.3,300,9/15/10,115,COEA,2,F,,,,
0,WR,N,244030096,MOCH,7210,2,I,M,U,9,9,9,0,0,2,1,A,0,0,66,10.5,300,9/15/10,115,COEA,2,F,,,,
0,WR,N,244030097,YWAR,6520,3,S,R,F,A,9,6,0,0,3,0,0,1,0,59,9.0,300,9/15/10,121,COEA,7,F,,,,
0,WR,N,244030098,YRWA,6556,2,S,9,U,9,9,3,0,0,1,1,0,1,0,72,11.4,300,9/22/10,72,COEA,1,F,,,,
0,WR,N,244030099,AUWA,6560,2,S,9,M,H,9,4,0,0,1,1,0,2,0,78,12.4,300,9/22/10,72,COEA,1,F,,,,
0,WR,N,244030100,AUWA,6560,2,H,9,M,H,W,9,0,0,1,1,0,1,0,79,12.6,300,9/22/10,80,COEA,3,F,,,,
0,WR,N,244030101,AUWA,6560,2,S,H,F,H,9,3,0,0,0,1,0,1,0,73,12.3,300,9/22/10,80,COEA,9,F,,,,
0,WR,N,244030102,AUWA,6560,2,S,H,U,9,9,2,0,0,1,1,0,1,0,76,11.9,300,9/22/10,80,COEA,9,F,,,,
0,WR,N,244030103,YRWA,6556,2,S,H,F,H,9,3,0,0,0,1,0,1,0,71,12.1,300,9/22/10,80,COEA,2,F,,,,
0,WR,N,244030104,AUWA,6560,3,S,A,F,A,9,6,0,0,1,2,0,1,0,73,10.8,300,9/22/10,80,COEA,2,F,,,,
0,WR,N,244030105,AUWA,6560,2,S,H,M,H,9,4,0,0,2,2,0,1,0,77,12.5,300,9/22/10,80,COEA,2,F,,,,
0,WR,N,244030106,YRWA,6556,2,S,H,U,9,9,3,0,0,1,2,0,1,0,76,11.7,300,9/22/10,80,COEA,2,F,,,,
0,WR,N,244030107,AUWA,6560,2,S,H,M,H,9,3,0,0,1,2,0,1,0,77,11.5,300,9/22/10,82,COEA,6,F,,,,
0,WR,N,244030108,AUWA,6560,2,S,H,U,9,9,3,0,0,1,1,0,1,0,75,11.7,300,9/22/10,82,COEA,6,F,,,,
0,WR,N,244030109,AUWA,6560,2,S,H,U,9,9,3,0,0,0,1,0,1,0,76,11.5,300,9/22/10,82,COEA,7,F,,,,
0,WR,N,244030110,AUWA,6560,3,S,A,M,A,9,6,0,0,1,0,0,1,0,77,12.6,300,9/22/10,82,COEA,7,F,,,,
0,WR,N,244030111,DUFL,4690,3,S,A,U,9,9,6,0,0,0,0,0,0,0,63,10.3,300,9/22/10,84,COEA,4,T,,,tl=59 mm; wg-tl=4 mm,
0,WR,N,244030112,MOCH,7210,2,I,9,U,9,9,9,0,0,2,1,0,1,0,68,11.4,300,9/22/10,84,COEA,2,F,,,,
0,WR,N,244030113,MOCH,7210,2,I,9,U,9,9,9,0,0,3,1,0,1,0,68,13.1,300,9/22/10,84,COEA,2,F,,,,
